Title,Link,Bed,Toilet,Size,Room,Model,Built,Price,Remaing
Blk 423 Tampines Street 41,https://www.srx.com.sg/listings/100697251/for-sale-tampines-street-41-rare-4s-unit-for-sale,3,2,84,4 Room,Simplified,1985,599000,38
Blk 218 Tampines Street 24,https://www.srx.com.sg/listings/100697221/for-sale-tampines-street-24-rare-104sqm-4a-unit-for-same,3,2,104,4 Room,Model A,1985,599000,38
Blk 805D Keat Hong Close,https://www.srx.com.sg/listings/100498041/for-sale-keat-hong-close-keat-hong-close,3,2,113,5 Room,Improved,2017,599000,6
Blk 992A Buangkok Square,https://www.srx.com.sg/listings/100691651/for-sale-buangkok-square-buangkok-link,3,2,93,None,None,None,599000,None
Blk 407 Pandan Gardens,https://www.srx.com.sg/listings/100331241/for-sale-pandan-gardens-pandan-gardens,3,2,104,5 Room,Standard,1979,599000,44
Blk 95C City Vue @henderson,https://www.srx.com.sg/listings/100113771/for-sale-city-vue-henderson-henderson-road,3,2,113,5 Room,Improved,2019,599000,4
Blk 181 Edgefield Plains,https://www.srx.com.sg/listings/100596641/for-sale-edgefield-plains-edgefield-plains,3,2,110,5 Room,Improved,2003,530000,20
Blk 57 Lorong 5 Toa Payoh,https://www.srx.com.sg/listings/100323681/for-sale-lorong-5-toa-payoh-lorong-5-toa-payoh,2,1,61,3 Room,Improved,1973,530000,50
Blk 115 Lorong 1 Toa Payoh,https://www.srx.com.sg/listings/100648671/for-sale-lorong-1-toa-payoh-lorong-1-toa-payoh,2,2,65,3 Room,Improved,1967,530000,56
Blk 272 Choa Chu Kang Avenue 2,https://www.srx.com.sg/listings/97770601/for-sale-choa-chu-kang-avenue-2-choa-chu-kang-avenue-2,4,2,147,HDB Executive,Apartment,1993,950000,30
Blk 167 Woodlands Street 11,https://www.srx.com.sg/listings/96855421/for-sale-woodlands-street-11-woodlands-street-11,4,3,163,HDB Executive,Apartment,1994,950000,29
Blk 461b West Rock @ Bukit Batok,https://www.srx.com.sg/listings/100696231/for-sale-west-rock-bukit-batok-bright-windy-high-floor-5i-new-series-for-sale,3,2,114,5 Room,Improved,2019,950000,4
Blk 20 Teban Vista,https://www.srx.com.sg/listings/100602251/for-sale-teban-vista-teban-gardens-road,3,2,92,4 Room,Model A,2013,430000,10
Blk 992A Buangkok Square,https://www.srx.com.sg/listings/100696201/for-sale-buangkok-square-well-renovated-4room-unit-for-sale,3,2,93,4 Room,Model A,2019,430000,4
Blk 992A Buangkok Link,https://www.srx.com.sg/listings/100302751/for-sale-buangkok-link-buangkok-link,1,1,47,2 Room,Model A,2018,430000,5
Blk 232 Hougang Avenue 1,https://www.srx.com.sg/listings/100614741/for-sale-hougang-avenue-1-232-hougang-avenue-1,3,2,104,4 Room,New Generation,1984,450000,39
Blk 593A Montreal Ville,https://www.srx.com.sg/listings/100525621/for-sale-montreal-ville-montreal-link,3,2,93,4 Room,Model A,2015,450000,8
Blk 506B Angsana Breeze @ Yishun,https://www.srx.com.sg/listings/100272671/for-sale-angsana-breeze-yishun-yishun-avenue-4,3,2,93,4 Room,Model A,2018,450000,5
Blk 353 Hougang Avenue 7,https://www.srx.com.sg/listings/100609011/for-sale-hougang-avenue-7-353-hougang-avenue-7,3,3,"1,593",HDB Executive,Maisonette,1984,425000,39
Blk 40B Skyoasis @ Dawson,https://www.srx.com.sg/listings/100683851/for-sale-skyoasis-dawson-rare-corner-3-premium-renovated,2,2,63,None,None,None,425000,None
Blk 523 Hougang Avenue 6,https://www.srx.com.sg/listings/99669921/for-sale-hougang-avenue-6-hougang-avenue-6,2,2,74,3 Room,Model A,1986,425000,37
Blk 690A Woodlands Drive 75,https://www.srx.com.sg/listings/98015601/for-sale-woodlands-drive-75-woodlands-drive-75,3,2,110,5 Room,Improved,2004,550000,19
Blk 461 Tampines Street 44,https://www.srx.com.sg/listings/99116251/for-sale-tampines-street-44-tampines-street-44,3,2,122,5 Room,Improved,1986,550000,37
Blk 325 Woodlands Street 32,https://www.srx.com.sg/listings/99511321/for-sale-woodlands-street-32-woodlands-street-32,4,3,163,HDB Executive,Apartment,1995,550000,28
Blk 653A Jurong West Street 61,https://www.srx.com.sg/listings/100294931/for-sale-jurong-west-street-61-jurong-west-street-61,3,2,111,5 Room,Improved,2002,805000,21
Blk 561B Spring Haven @ Jurong,https://www.srx.com.sg/listings/99636411/for-sale-spring-haven-jurong-fully-renovated-north-south-high-floor-corner,3,2,93,4 Room,Model A,2018,805000,5
Blk 35 Chai Chee Avenue,https://www.srx.com.sg/listings/100563721/for-sale-chai-chee-avenue-chai-chee-avenue,3,1,82,4 Room,Improved,1975,805000,48
Blk 512C Oleander Breeze @ Yishun,https://www.srx.com.sg/listings/98996581/for-sale-oleander-breeze-yishun-yishun-street-51,3,2,93,4 Room,Model A,2017,805000,6
Blk 670 Jalan Damai,https://www.srx.com.sg/listings/100509621/for-sale-jalan-damai-jalan-damai,4,2,125,5 Room,Improved,1996,805000,27
Blk 34 Whampoa West,https://www.srx.com.sg/listings/100698431/for-sale-whampoa-west-3rm-hdb-with-utility-room-close-to-amenities-and,3,1,68,3 Room,Improved,1972,805000,51
Blk 394 Bukit Batok West Avenue 5,https://www.srx.com.sg/listings/100698421/for-sale-bukit-batok-west-avenue-5-new-listing-bright-and-airy-top-floor-4a-for-sale,3,2,92,4 Room,Model A,2004,930000,19
Blk 442 Sin Ming Avenue,https://www.srx.com.sg/listings/100260551/for-sale-sin-ming-avenue-sin-ming-avenue,4,2,120,5 Room,Improved,1990,930000,33
Blk 521 Hougang Avenue 6,https://www.srx.com.sg/listings/100663841/for-sale-hougang-avenue-6-521-hougang-avenue-6,3,2,121,5 Room,Improved,1987,930000,36
Blk 37 Chai Chee Avenue,https://www.srx.com.sg/listings/99884551/for-sale-chai-chee-avenue-chai-chee-avenue,2,1,66,3 Room,Improved,1983,650000,40
Blk 27 Telok Blangah Way,https://www.srx.com.sg/listings/100223611/for-sale-telok-blangah-way-telok-blangah-way,3,1,82,None,None,None,650000,None
Blk 147 Yishun Street 11,https://www.srx.com.sg/listings/100697111/for-sale-yishun-street-11-corner-unit-4rm-flat-looking-for-a-new-yishun-owne,3,2,93,4 Room,New Generation,1985,650000,38
Blk 7 Jalan Batu,https://www.srx.com.sg/listings/100482431/for-sale-jalan-batu-jalan-batu,1,1,48,2 Room,Standard,1970,685000,53
Blk 138A Lake Vista @ Yuan Ching,https://www.srx.com.sg/listings/99410821/for-sale-lake-vista-yuan-ching-yuan-ching-road,3,2,105,5 Room,Improved,2014,685000,9
Blk 231 Bukit Batok East Avenue 5,https://www.srx.com.sg/listings/100618421/for-sale-bukit-batok-east-avenue-5-bukit-batok-east-avenue-5,2,2,67,3 Room,New Generation,1985,685000,38
Blk 351A Canberra Road,https://www.srx.com.sg/listings/98460211/for-sale-canberra-road-across-the-mrt-station-superb-location-5-room-f,3,2,110,5 Room,Improved,2001,740000,22
Blk 591A Cheng San Court,https://www.srx.com.sg/listings/98198271/for-sale-cheng-san-court-4a-hdb-m-o-p-for-sales,3,2,93,4 Room,Model A,2019,740000,4
Blk 17A Macpherson Residency,https://www.srx.com.sg/listings/99736841/for-sale-macpherson-residency-circuit-road,3,2,93,4 Room,Model A,2016,740000,7
Blk 514 Bukit Batok Street 52,https://www.srx.com.sg/listings/100090491/for-sale-bukit-batok-street-52-bukit-batok-street-52,3,2,122,5 Room,Improved,1986,555000,37
Blk 506 Jelapang Road,https://www.srx.com.sg/listings/100439061/for-sale-jelapang-road-jelapang-road,3,2,101,4 Room,Model A,1998,555000,25
Blk 605 Senja Road,https://www.srx.com.sg/listings/100124941/for-sale-senja-road-senja-road,3,2,121,5 Room,Improved,1999,555000,24
Blk 140 Bukit Batok Street 11,https://www.srx.com.sg/listings/97588601/for-sale-bukit-batok-street-11-bukit-batok-street-11,3,3,150,HDB Executive,Maisonette,1984,755000,39
Blk 461C West Rock @ Bukit Batok,https://www.srx.com.sg/listings/100448601/for-sale-west-rock-bukit-batok-bukit-batok-west-avenue-8,3,2,114,5 Room,Improved,2018,755000,5
Blk 655 Senja Road,https://www.srx.com.sg/listings/98634281/for-sale-senja-road-senja-road,3,2,111,5 Room,Model A,2001,755000,22
Blk 687D Choa Chu Kang Drive,https://www.srx.com.sg/listings/100280411/for-sale-choa-chu-kang-drive-choa-chu-kang-drive,3,2,110,5 Room,Improved,2003,658000,20
Blk 140 Bukit Batok Street 11,https://www.srx.com.sg/listings/97584471/for-sale-bukit-batok-street-11-bukit-batok-street-11,3,3,150,HDB Executive,Maisonette,1984,658000,39
Blk 523 Bukit Batok Street 52,https://www.srx.com.sg/listings/100686661/for-sale-bukit-batok-street-52-bukit-batok-street-52,2,1,60,3 Room,Improved,1987,658000,36
Blk 22 Bedok South Avenue 1,https://www.srx.com.sg/listings/100579381/for-sale-bedok-south-avenue-1-bedok-south-avenue-1,2,2,73,3 Room,New Generation,1977,390000,46
Blk 714 Pasir Ris Street 72,https://www.srx.com.sg/listings/100702801/for-sale-pasir-ris-street-72-pasir-ris-street-72,4,2,148,HDB Executive,Apartment,1996,390000,27
Blk 96 Skyparc @ Dawson,https://www.srx.com.sg/listings/100562901/for-sale-skyparc-dawson-4a-unblock-super-high-floor,3,2,86,4 Room,Model A,2020,390000,3
Blk 434 Ang Mo Kio Avenue 10,https://www.srx.com.sg/listings/100435961/for-sale-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10,2,2,67,3 Room,New Generation,1979,620000,44
Blk 430 Ang Mo Kio Avenue 3,https://www.srx.com.sg/listings/100702611/for-sale-ang-mo-kio-avenue-3-high-floor-spacious-5-room-hdb-near-amk-hub-mrt,3,2,119,5 Room,Improved,1979,620000,44
Blk 226 Choa Chu Kang Central,https://www.srx.com.sg/listings/100011521/for-sale-choa-chu-kang-central-choa-chu-kang-central,4,2,124,5 Room,Improved,1993,620000,30
Blk 437A West Edge @ Bukit Batok,https://www.srx.com.sg/listings/100702571/for-sale-west-edge-bukit-batok-bukit-batok-west-avenue-5,3,2,93,None,None,None,850000,None
Blk 728 Jurong West Avenue 5,https://www.srx.com.sg/listings/99643891/for-sale-jurong-west-avenue-5-jurong-west-avenue-5,4,2,121,5 Room,Improved,1989,850000,34
Blk 134 Bedok Reservoir Road,https://www.srx.com.sg/listings/100618761/for-sale-bedok-reservoir-road-bedok-reservoir-road,3,2,84,4 Room,Simplified,1987,850000,36
Blk 308C Punggol Walk,https://www.srx.com.sg/listings/100614171/for-sale-punggol-walk-punggol-walk,2,2,67,None,None,None,580000,None
Blk 461B West Rock @ Bukit Batok,https://www.srx.com.sg/listings/100700151/for-sale-west-rock-bukit-batok-461b-bukit-batok-west-avenue-8,3,2,93,4 Room,Model A,2019,580000,4
Blk 161 Woodlands Street 13,https://www.srx.com.sg/listings/100700141/for-sale-woodlands-street-13-high-floor-corner-stack-1-min-walk-to-marsiling-m,2,2,73,3 Room,Model A,1990,580000,33
Blk 534 Bukit Batok Street 51,https://www.srx.com.sg/listings/100699621/for-sale-bukit-batok-street-51-bukit-batok-street-51,2,1,69,None,None,None,400000,None
Blk 31 Eunos Crescent,https://www.srx.com.sg/listings/100038561/for-sale-eunos-crescent-best-stack-and-best-garden-facing-unit,3,2,90,4 Room,Model A,2007,400000,16
Blk 18 Cantonment Towers,https://www.srx.com.sg/listings/99345711/for-sale-cantonment-towers-cantonment-close,3,2,90,None,None,None,400000,None
Blk 129 Potong Pasir Avenue 1,https://www.srx.com.sg/listings/100672571/for-sale-potong-pasir-avenue-1-potong-pasir-avenue-1,4,2,161,HDB Executive,Maisonette,1984,600000,39
Blk 409 Jurong West Street 42,https://www.srx.com.sg/listings/100699041/for-sale-jurong-west-street-42-very-high-floor-unblock-currently-4-bedrooms-pro,4,3,150,HDB Executive,Maisonette,1985,600000,38
Blk 178 Lompang Road,https://www.srx.com.sg/listings/100699021/for-sale-lompang-road-lompang-road,3,2,91,4 Room,Model A,2001,600000,22
Blk 641 Bedok Reservoir Road,https://www.srx.com.sg/listings/100619681/for-sale-bedok-reservoir-road-bedok-reservoir-road,4,2,146,HDB Executive,Apartment,1993,850000,30
Blk 671B Edgefield Plains,https://www.srx.com.sg/listings/100376831/for-sale-edgefield-plains-edgefield-plains,3,2,90,4 Room,Model A,2015,850000,8
Blk 107A Eastbrook @ Canberra,https://www.srx.com.sg/listings/100693201/for-sale-eastbrook-canberra-eastbrook-canberra,3,2,93,4 Room,Model A,2018,850000,5
Blk 623 Jurong West Street 61,https://www.srx.com.sg/listings/100574621/for-sale-jurong-west-street-61-jurong-west-street-61,3,2,90,4 Room,Model A,2001,480000,22
Blk 185B Marsiling Greenview,https://www.srx.com.sg/listings/100653121/for-sale-marsiling-greenview-woodlands-street-13,2,2,68,3 Room,Model A,2019,480000,4
Blk 435 Choa Chu Kang Avenue 4,https://www.srx.com.sg/listings/100609031/for-sale-choa-chu-kang-avenue-4-choa-chu-kang-avenue-4,3,2,104,4 Room,Model A,1993,480000,30
Blk 220C Matilda Edge,https://www.srx.com.sg/listings/100092201/for-sale-matilda-edge-matilda-edge,3,2,93,4 Room,Model A2,2018,480000,5
Blk 334B Yishun Riverwalk,https://www.srx.com.sg/listings/99976771/for-sale-yishun-riverwalk-yishun-street-31,3,2,92,4 Room,Model A,2015,480000,8
Blk 16 Upper Boon Keng Road,https://www.srx.com.sg/listings/99967431/for-sale-upper-boon-keng-road-upper-boon-keng-road,6,4,141,5 Room,Improved,1975,480000,48
Blk 40B Skyoasis @ Dawson,https://www.srx.com.sg/listings/100683851/for-sale-skyoasis-dawson-rare-corner-3-premium-renovated,2,2,63,None,None,None,538000,None
