,Coordinates,FairpricePoints,HosPoints,MallPoints,MRTPoints,ParksPoints,PriSchPoints,SecSchPoints,TertairyPoints,UniPoints,Area,Location_Type,Link,floor_area_sqm,remaining_lease,Sale_Price
97,"1.3757217499999999, 103.90037917796244",0.00996294613636536,0.07467240615012355,0.0024629374060131147,0.0,0.0027008573955731013,0.010154934677314589,0.025224481596404842,0.0,0.0,Ang Mo Kio,HDB 4 Room,https://www.srx.com.sg/listings/100647241/for-sale-ang-mo-kio-avenue-10-ang-mo-kio-avenue-10,56,93,799000
98,"1.37659075, 103.88084210330027",0.003416696408903617,0.11472339166424997,0.015543373618198979,0.0,0.0,0.04293193754345761,0.035698999509089606,0.0,0.0,Anchorvale Crescent,HDB 3 Room,https://www.99.co/singapore/sale/property/334a-anchorvale-crescent-hdb-daXLBcyzYQWHTN2Cdxn6gf,91,66,488000
99,"1.37665835, 103.88259103682658",0.004763463859689605,0.10669182303612801,0.010852810031608439,0.0,0.0,0.04307573373262143,0.051084138956274644,0.0,0.0,Upper Serangoon View,HDB 3 Room,https://www.srx.com.sg/listings/100460531/for-sale-upper-serangoon-view-upper-serangoon-view,92,68,500000
100,"1.377199, 103.747246",0.0022029523341802783,0.0737255666192084,0.004291186244272051,0.0031273666181356042,0.0,0.01680772903731638,0.004711054092214333,0.0,0.0,Tampines,HDB 4 Room,https://www.99.co/singapore/sale/property/843-tampines-street-83-hdb-cRPsS87wh5rfRVD73dtxvZ,64,83,508000
101,"1.3773423, 103.88039117797143",0.002995993906537653,0.10390696420318066,0.013942305556198603,0.0,0.0,0.046823585141039854,0.028810504154982222,0.0,0.0,Hougang,HDB 4 Room,https://www.99.co/singapore/sale/property/567-hougang-street-51-hdb-QPPYhJrXooon6kBF6ZUpg3,73,99,599000
102,"1.3784542, 103.75565597692308",0.002220069683406573,0.023218704587957398,0.018647283169839064,0.004245174902164712,0.0,0.015852505383722054,0.01727426684097795,0.00499014686751817,0.0,Bedok Reservoir,HDB Executive,https://www.99.co/singapore/sale/property/723-bedok-reservoir-road-hdb-6xtMMAN5mq4gDaEFjGfzav,60,137,860000
103,"1.3787140500000001, 103.88907218230408",0.013106215002950256,0.15786305446692253,0.015813817858546023,0.007608167814369033,0.001035520940239169,0.04002517436282684,0.0168807113458684,0.0,0.0,Whampoa,HDB 3 Room,https://www.99.co/singapore/sale/property/75-whampoa-drive-hdb-WMfSwuPFayx4iUK9VbKKyx,50,65,360000
104,"1.3799045, 103.8928979",0.014617707833469102,0.13640111412967307,0.006055518170391586,0.0079882388658214,0.0017023988111135248,0.040859247183658014,0.014877404577788689,0.0,0.0,Jurong West,HDB 5 Room,https://www.srx.com.sg/listings/100294931/for-sale-jurong-west-street-61-jurong-west-street-61,78,111,618000
105,"1.3824682, 103.74728416546698",0.007344405988343617,0.08061328557614693,0.009364399440599257,0.006569564907691968,0.0017868030227423625,0.031795811681082246,0.016723322980646136,0.00494318656549011,0.0,Jurong West,HDB 4 Room,https://www.99.co/singapore/sale/property/743-jurong-west-street-73-hdb-KQB5qSPFkPDaemHAfjUzSu,68,103,500000
106,"1.38326495, 103.89387087569563",0.027444719243989345,0.3160993520921146,0.006832313896300931,0.0324404996993148,0.00133145408582191,0.04105845345623355,0.01813817510293255,0.0,0.0,Canberra,HDB 4 Room,https://www.99.co/singapore/sale/property/128a-canberra-street-hdb-nk7wSKJDWqEH4FRtVe6PNE,94,92,658000
107,"1.3850562, 103.89449643063017",0.01874951554301866,0.1924423489516605,0.007174687858189848,0.015739995218714536,0.0011209115580285826,0.04357196408337428,0.02049421758897358,0.0,0.0,Punggol Walk,HDB 3 Room,https://www.99.co/singapore/sale/property/308c-punggol-walk-hdb-QVgfGTuhNa4qoySz3XhNhk,92,66,500000
108,"1.38561945, 103.89969830297898",0.016704104800670125,0.1667207821222605,0.013554213421198768,0.007502398245883491,0.0011010934382813707,0.03741834733065082,0.04134302043920375,0.0,0.0,Tampines,HDB Executive,https://www.99.co/singapore/sale/property/336-tampines-street-32-hdb-gQsHxrKkCu4vcbXorDoJcA,72,146,875000
109,"1.3866613, 103.75790273783377",0.0060144317697843385,0.020514634666588302,0.007511787161392475,0.0030757390747381203,0.0,0.02046916028903311,0.031831743489264784,0.008651963189410024,0.0,Potong Pasir,HDB 3 Room,https://www.99.co/singapore/sale/property/134-potong-pasir-avenue-3-hdb-UoAWVz2QxsW5LTWvNknT5A,60,73,480000
110,"1.3873601500000001, 103.76372463693082",0.004428106250027504,0.05557084347375746,0.014759233333776678,0.003125737041658907,0.0,0.025302010418252675,0.022927048104516286,0.0,0.0,Whampoa,HDB 4 Room,https://www.99.co/singapore/sale/property/100-whampoa-drive-hdb-NQG9gcqxA8xvnMh7W97E6t,50,89,490000
111,"1.3877782, 103.90065108726056",0.014077974148497574,0.15523615159072535,0.012206384053025631,0.0071864967670825656,0.0011214135911502808,0.04447871950172334,0.03288407253438353,0.0,0.0,Fengshan Greenville,HDB 4 Room,https://www.srx.com.sg/listings/99868881/for-sale-fengshan-greenville-bedok-north-street-4,94,93,599999
112,"1.3908889, 103.88995485669261",0.0032061913637482856,0.18629506067551888,0.00350896993449716,0.008424230167792243,0.00117424198864941,0.05444829550512941,0.025237112081766124,0.0,0.0,Lorong 1 Toa Payoh,HDB 3 Room,https://www.srx.com.sg/listings/100580101/for-sale-lorong-1-toa-payoh-lorong-1-toa-payoh,43,65,400000
113,"1.39176705, 103.8733387599992",0.021292371087656452,0.1678878849963807,0.009726212390210879,0.0,0.0,0.042395841530333954,0.007270945518620648,0.0,0.0,Ang Mo Kio,HDB 3 Room,https://www.99.co/singapore/sale/property/322-ang-mo-kio-avenue-3-hdb-NKg5zvNof6ejggaZKHn4b9,53,72,470000
114,"1.3925638, 103.88811000697577",0.002234257259908248,0.17694982268824755,0.002621477408423579,0.003743889682544829,0.00223281769562914,0.03982010142644453,0.009802372196617682,0.0,0.0,Jalan Memb,HDB 5 Room,https://www.99.co/singapore/sale/property/118c-jalan-membina-hdb-P8uW4ohrHibQSFt5uUHzd3,79,109,980000
115,"1.39304775, 103.89701429086631",0.00477106604942621,0.15984133985802731,0.010317214379355791,0.010727384381671243,0.005279664521003764,0.04909891995074703,0.027738871653962414,0.0,0.0,Bukit Batok East,HDB 3 Room,https://www.srx.com.sg/listings/100618421/for-sale-bukit-batok-east-avenue-5-bukit-batok-east-avenue-5,61,67,998000
116,"1.3932594, 103.8789947",0.0028357526244080374,0.0,0.004969791207523375,0.0,0.0010647467242928216,0.03361446170915192,0.013688589270504443,0.0,0.0,Tampines,HDB Executive,https://www.99.co/singapore/sale/property/124-tampines-street-11-hdb-ZVtnFpvB9C2YDmoSDwU3nc,62,147,888000
117,"1.393332, 103.909482",0.007952153117772988,0.19005442109890355,0.007951692602908459,0.005761333415595685,0.0,0.05069387254454287,0.012626096386339897,0.0,0.0,Fernvale Link,HDB 5 Room,https://www.99.co/singapore/sale/property/468c-fernvale-link-hdb-E8b9Hii7bUG7snQ7J63vqx,92,112,750000
118,"1.3973079, 103.9064918",0.010040740671609458,0.1289527830935046,0.007741556412465448,0.0030434198076578507,0.0,0.054395254880369066,0.0376902061282475,0.0,0.0,Senja,HDB 5 Room,https://www.99.co/singapore/sale/property/604-senja-road-hdb-MtKbyvruGcg9gZYJwy3F8F,75,119,809000
119,"1.4016256, 103.9155061",0.011661977096011949,0.10500576506200018,0.009323691132070407,0.0,0.0,0.03877851748661913,0.017613917910558663,0.0,0.0,Bedok North,HDB 3 Room,https://www.99.co/singapore/sale/property/126-bedok-north-street-2-hdb-cfisJGtktjzzCSywrxRrSh,54,66,365000
120,"1.4021345, 103.751172",0.002614336242702629,0.034164358654074606,0.005636323898576618,0.004493103510743618,0.0,0.0150224958185249,0.01050657799073554,0.0,0.0,Bedok South,HDB Executive,https://www.99.co/singapore/sale/property/10e-bedok-south-avenue-2-hdb-oFtP7mokXNK8t2SfYuzbB7,69,13,980000
121,"1.40395735, 103.90089649975198",0.0023417378545608947,0.22045057344286903,0.006640482626337701,0.014218468397226534,0.0011241974312696107,0.03805694061411599,0.022498100551208464,0.0,0.0,Bukit Batok West,HDB 4 Room,https://www.99.co/singapore/sale/property/450b-bukit-batok-west-avenue-6-hdb-PhRYGRqCsNy2GBqRJFjJMo,95,92,599999
122,"1.4072661499999999, 103.91061600625",0.009118614606985109,0.07443671045087245,0.005551981145116467,0.0031698717340926386,0.0012461607060881847,0.029375551821396156,0.014149311794184155,0.0,0.0,Punggol Vue,HDB 3 Room,https://www.srx.com.sg/listings/100277961/for-sale-punggol-vue-sumang-walk,94,68,448000
123,"1.4142698, 103.8388666",0.011054165124114643,0.11210193729363233,0.004110231949080674,0.004079690579604908,0.001177271907475055,0.020697765197419477,0.02839295698961161,0.0,0.0,Hougang,HDB 4 Room,https://www.99.co/singapore/sale/property/415-hougang-avenue-10-hdb-btbLw829zndnuQxkJg3f6w,61,91,538000
124,"1.41444155, 103.83611210000001",0.011453396279625924,0.15396989133358624,0.0029478209024194446,0.006344408007696847,0.0015957346793941882,0.021386426692536785,0.027646636755232577,0.0,0.0,Sengkang Central,HDB 4 Room,https://www.99.co/singapore/sale/property/271c-sengkang-central-hdb-A6WpLP3c4NEdL7zCj2GdgC,86,92,635000
125,"1.4157902, 103.8420419",0.014347077132950784,0.1241024059180743,0.0071378030156476376,0.0,0.0,0.016257441967123837,0.021221443054974087,0.0,0.0,Shunfu,HDB 2 Bed,https://www.99.co/singapore/sale/property/302-shunfu-road-hdb-NqPVvxvCmVaUzqzLdaqaAi,60,70,550000
126,"1.41604805, 103.84351805056198",0.013150231987572827,0.16851570416591255,0.0055599034847305506,0.0,0.0,0.013148248647410168,0.01852271864799762,0.0,0.0,Keat Hong Close,HDB 3 Room,https://www.99.co/singapore/sale/property/805c-keat-hong-close-hdb-bBdJWBe6K4V86pv4B4X4S6,93,10,610000
127,"1.4184114, 103.8451341",0.010454913674892787,0.15489916281547772,0.00434515014895347,0.0,0.0,0.01616450482278672,0.021861599928090815,0.0,0.0,Petir,HDB 5 Room,https://www.99.co/singapore/sale/property/213-petir-road-hdb-6VQoLP2MCN4Fxumejq9fpT,64,121,570000
