Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Jurong West,HDB 5 Room,631,Jurong West Street 65,,631 Jurong West Street 65,,,109,77,600000,https://www.99.co/singapore/sale/property/631-jurong-west-street-65-hdb-hXHqeLv4dPKW7hPNHgVyCs,22.0,3,2.0
Tampines,HDB 4 Room,871,Tampines,,871 Tamp,,,103,64,620000,https://www.99.co/singapore/sale/property/871-tampines-street-84-hdb-es76GDDT3aAF3jzC9AuvEZ,35.0,3,2.0
Compassvale Walk,HDB Executive,226C,Compassvale Walk,,226C Compassvale Walk,,,134,75,808000,https://www.99.co/singapore/sale/property/226c-compassvale-walk-hdb-dbhHAHsKwMHrvyHytwjRju,24.0,4,2.0
Canberra Crescent,HDB 4 Room,119A,Canberra Crescent,,119A Canberra Crescent,,,92,94,578000,https://www.99.co/singapore/sale/property/119a-canberra-crescent-hdb-cWgm5qR4eGjVK33NtgFbe3,5.0,3,2.0
Ubi,HDB 4 Room,341,Ubi Avenue 1,,341 Ubi Avenue 1,,,82,61,535000,https://www.99.co/singapore/sale/property/341-ubi-avenue-1-hdb-eJFyq3yuyK65aUNoZJk5YX,38.0,3,2.0
Punggol,HDB 4 Room,619C,Punggol Drive,,619C Punggol Drive,,,92,89,639000,https://www.99.co/singapore/sale/property/619c-punggol-drive-hdb-djV3tFWZTrhPruYXUDB9p2,10.0,3,2.0
Bukit Batok West,HDB 3 Room,411,Bukit Batok West Avenue 4,,411 Bukit Batok West Avenue 4,,,72,62,385000,https://www.99.co/singapore/sale/property/411-bukit-batok-west-avenue-4-hdb-PoYk79JqJSuYsXUZJBZXoU,37.0,2,2.0
Rivervale,HDB 4 Room,130,Rivervale Street,,130 Rivervale Street,,,99,75,530000,https://www.99.co/singapore/sale/property/130-rivervale-street-hdb-NLAHpwDXLfSaa5KwGWidxd,24.0,3,2.0
Edgedale,HDB 4 Room,683A,Edgedale Plains,,683A Edgedale Plains,,,92,94,687000,https://www.99.co/singapore/sale/property/683a-edgedale-plains-hdb-B4AA4YQuha36azbi8EyiKj,5.0,3,2.0
Punggol,HDB 4 Room,663C,Punggol Drive,,663C Punggol Drive,,,90,92,618000,https://www.99.co/singapore/sale/property/663c-punggol-drive-hdb-9F2wRZG5YYLWJQxoc6AUax,7.0,3,2.0
Pasir Ris,HDB Executive,208,Pasir Ris Street 21,,208 Pasir Ris Street 21,,,147,69,880000,https://www.99.co/singapore/sale/property/208-pasir-ris-street-21-hdb-8Y5D3hjfbgCAQtpXH4cwZ4,30.0,3,2.0
Bukit Batok Central,HDB 5 Room,622,Bukit Batok Central,,622 Bukit Batok Central,,,109,79,830000,https://www.99.co/singapore/sale/property/622-bukit-batok-central-hdb-7YvfLrHqgreVSxuaDBuqCT,20.0,3,2.0
Simei,HDB 5 Room,223,Simei Street 4,,223 Simei Street 4,,,121,64,730000,https://www.99.co/singapore/sale/property/223-simei-street-4-hdb-7QCiXswQvmcQSRc8bnRNQu,35.0,3,2.0
Sembawang Close,HDB 5 Room,339B,Sembawang Close,,339B Sembawang Close,,,109,77,590000,https://www.99.co/singapore/sale/property/339b-sembawang-close-hdb-6p6W9RCb68pUzDcfoS5jkN,22.0,3,4.0
Ang Mo Kio,HDB 3 Room,255,Ang Mo Kio Avenue 4,,255 Ang Mo Kio Avenue 4,,,72,53,480000,https://www.99.co/singapore/sale/property/255-ang-mo-kio-avenue-4-hdb-4j2EHc3kgWJLhafHcRQs28,46.0,2,2.0
Hougang,HDB Executive,560,Hougang Street 51,,560 Hougang Street 51,,,142,68,1100000,https://www.99.co/singapore/sale/property/560-hougang-street-51-hdb-3n9Uf2V85ZGbnq9fVNoEG8,31.0,3,2.0
Bedok North,HDB 3 Room,546,Bedok North Street 3,,546 Bedok North Street 3,,,68,56,380000,https://www.99.co/singapore/sale/property/546-bedok-north-street-3-hdb-LYDfCtEDsv4erfe5Qhjf3r,43.0,2,2.0
Pasir Ris,HDB Executive,267,Pasir Ris Street 21,,267 Pasir Ris Street 21,,,145,70,788000,https://www.99.co/singapore/sale/property/267-pasir-ris-street-21-hdb-L96qBevV3w8YUgaPoRbq4z,29.0,4,2.0
Jurong East,HDB 3 Room,101,Jurong East Street 13,,101 Jurong East Street 13,,,67,59,410000,https://www.99.co/singapore/sale/property/101-jurong-east-street-13-hdb-JRGndHWqniKaBmVdkJ2icZ,40.0,2,2.0
Serangoon,HDB 5 Room,331,Serangoon Avenue 3,,331 Serangoon Avenue 3,,,120,62,798000,https://www.99.co/singapore/sale/property/331-serangoon-avenue-3-hdb-HSf6sHFYEHJBcGVdzgdcru,37.0,3,2.0
Telok Blangah Crescent,HDB 3 Room,12,Telok Blangah Crescent,,12 Telok Blangah Crescent,,,69,51,420000,https://www.99.co/singapore/sale/property/12-telok-blangah-crescent-hdb-Ezu2H6DTwQzCynscEmkcpZ,48.0,2,1.0
Lorong 8 Toa Payoh,HDB 4 Room,219,Lorong 8 Toa Payoh,,219 Lorong 8 Toa Payoh,,,81,54,470000,https://www.99.co/singapore/sale/property/219-lorong-8-toa-payoh-hdb-EpE3Nxvt8h7XpU64w8eJZp,45.0,3,1.0
Ghim Moh,HDB 3 Room,5,Ghim Moh Road,,5 Ghim Moh Road,,,65,52,368000,https://www.99.co/singapore/sale/property/5-ghim-moh-road-hdb-SR8VZvcBKgwtnXm7NnrBFa,47.0,2,1.0
Marsiling,HDB Executive,135,Marsiling,,135 Marsil,,,174,71,848000,https://www.99.co/singapore/sale/property/135-marsiling-road-hdb-eAwq5K27kxckiftbHdWjKq,28.0,4,2.0
Rowell,HDB 4 Room,639,Rowell Road,,639 Rowell Road,,,103,59,799999,https://www.99.co/singapore/sale/property/639-rowell-road-hdb-mrx2wDpshx7RVwSz4j4cdR,40.0,3,2.0
Bukit Batok West,HDB 5 Room,450C,Bukit Batok West Avenue 6,,450C Bukit Batok West Avenue 6,,,112,95,788000,https://www.99.co/singapore/sale/property/450c-bukit-batok-west-avenue-6-hdb-4WSCNv3xzqQWfemgbW4iLw,4.0,2,2.0
Bishan,HDB Executive,261,Bishan Street 22,,261 Bishan Street 22,,,146,68,1900000,https://www.99.co/singapore/sale/property/261-bishan-street-22-hdb-kR75YMtVMMr8oXTMzMDZKv,31.0,4,3.0
Holland,HDB 3 Room,13,Holland Drive,,13 Holland Drive,,,65,51,465000,https://www.99.co/singapore/sale/property/13-holland-drive-hdb-8Sz7QqZpC43NeWuhabGtgc,48.0,2,1.0
Hougang,HDB Executive,615,Hougang Avenue 8,,615 Hougang Avenue 8,,,146,62,860000,https://www.99.co/singapore/sale/property/615-hougang-avenue-8-hdb-j2UevCvxH7tyzPGwhogr8z,37.0,4,3.0
Circuit,HDB 3 Room,50,Circuit Road,,50 Circuit Road,,,55,45,300000,https://www.99.co/singapore/sale/property/50-circuit-road-hdb-Vr5jSw7P4ZuGvnjvcXgwco,54.0,2,1.0
Edgedale,HDB 5 Room,684B,Edgedale Plains,,684B Edgedale Plains,,,112,94,888888,https://www.99.co/singapore/sale/property/684b-edgedale-plains-hdb-5CWtczrgqAAuUrdpfTsjhP,5.0,3,2.0
Circuit,HDB 3 Room,35,Circuit Road,,35 Circuit Road,,,71,47,390000,https://www.99.co/singapore/sale/property/35-circuit-road-hdb-HwkvfNGUEdVQWV6dceSU5U,52.0,3,1.0
Commonwealth Close,HDB 3 Room,83,Commonwealth Close,,83 Commonwealth Close,,,59,43,340000,https://www.99.co/singapore/sale/property/83-commonwealth-close-hdb-Zg79Wvq2hYJk7uUdzbPpKQ,56.0,2,1.0
Tampines,HDB 3 Room,211,Tampines,,211 Tamp,,,68,61,456888,https://www.99.co/singapore/sale/property/211-tampines-street-23-hdb-5hFj4ndBp2rDtJCW9x37n7,38.0,2,2.0
Clementi West,HDB 2 Room,728,Clementi West Street 2,,728 Clementi West Street 2,,,67,56,380000,https://www.99.co/singapore/sale/property/728-clementi-west-street-2-hdb-Ma4HBVrr3VsYUNFb2QXYEt,43.0,2,2.0
Yishun,HDB 3 Room,703,Yishun Avenue 5,,703 Yishun Avenue 5,,,67,60,408000,https://www.99.co/singapore/sale/property/703-yishun-avenue-5-hdb-UvMt7AyzzadagNeDNniv2d,39.0,2,2.0
Pasir Ris,HDB Executive,584,Pasir Ris Street 53,,584 Pasir Ris Street 53,,,146,71,850000,https://www.99.co/singapore/sale/property/584-pasir-ris-street-53-hdb-9K5GNs55BHCKdc6SdCcQDL,28.0,4,2.0
Choa Chu Kang,HDB 5 Room,812B,Choa Chu Kang Avenue 7,,812B Choa Chu Kang Avenue 7,,,112,93,645000,https://www.99.co/singapore/sale/property/812b-choa-chu-kang-avenue-7-hdb-3EJUTjTBMN2nHKU456JgoJ,6.0,4,2.0
Yishun,HDB 2 Room,459,Yishun Avenue 11,,459 Yishun Avenue 11,,,47,89,330000,https://www.99.co/singapore/sale/property/459-yishun-avenue-11-hdb-HVHkzyHh393Miihh3QgfV5,10.0,1Bed,1.0
Jelebu,HDB Executive,183,Jelebu Road,,183 Jelebu Road,,,125,79,999999,https://www.99.co/singapore/sale/property/183-jelebu-road-hdb-gLWejyip5hVERH4TjsPTxr,20.0,4,2.0
Jurong West,HDB 5 Room,989C,Jurong West Street 93,,989C Jurong West Street 93,,,113,84,600000,https://www.99.co/singapore/sale/property/989c-jurong-west-street-93-hdb-LAKxK5zTPTN4r6UUJUtZJJ,15.0,3,2.0
Jalan Teck Whye,HDB 4 Room,160,Jalan Teck Whye,,160 Jalan Teck Whye,,,100,74,520000,https://www.99.co/singapore/sale/property/160-jalan-teck-whye-hdb-R3gghQnrqviv7csyFAomwC,25.0,3,2.0
Clementi,HDB 4 Room,441A,Clementi Avenue 3,,441A Clementi Avenue 3,,,93,88,1088888,https://www.99.co/singapore/sale/property/441a-clementi-avenue-3-hdb-JUovmgnrNWiPHNN8HKVQHp,11.0,3,2.0
Lorong 7 Toa Payoh,HDB 3 Room,13,Lorong 7 Toa Payoh,,13 Lorong 7 Toa Payoh,,,65,46,390000,https://www.99.co/singapore/sale/property/13-lorong-7-toa-payoh-hdb-4XkD2hyz2K5inYaxBimJHo,53.0,2,1.0
Punggol Place,HDB 3 Room,208A,Punggol Place,,208A Punggol Place,,,66,90,508000,https://www.99.co/singapore/sale/property/208a-punggol-place-hdb-Wp5pwE7YeZnV8FDfpxUThS,9.0,2,2.0
Geylang Bahru,HDB 3 Room,57,Geylang Bahru,,57 Geylang Bahru,,,65,50,380000,https://www.99.co/singapore/sale/property/57-geylang-bahru-hdb-a7idakSSbNaRKYnF8NhvDY,49.0,2,1.0
Geylang Bahru,HDB 5 Room,59C,Geylang Bahru,,59C Geylang Bahru,,,120,74,918000,https://www.99.co/singapore/sale/property/59c-geylang-bahru-hdb-H7othzt7KEfuMqUKgoVbsv,25.0,3,2.0
Telok Blangah,HDB 5 Room,48,Telok Blangah Drive,,48 Telok Blangah Drive,,,124,52,850000,https://www.99.co/singapore/sale/property/48-telok-blangah-drive-hdb-Xwrksqp86fWDHXvNRiKAuG,47.0,3,2.0
Kim Tian,HDB 4 Room,127D,Kim Tian Road,,127D Kim Tian Road,,,92,89,1000000,https://www.99.co/singapore/sale/property/127d-kim-tian-road-hdb-4FKwr5tuYnfuipWy9nAmFb,10.0,3,2.0
Yishun,HDB 4 Room,267,Yishun Street 22,,267 Yishun Street 22,,,103,61,510000,https://www.99.co/singapore/sale/property/267-yishun-street-22-hdb-MDPfhEqyTbw4vRdwBSEWef,38.0,3,2.0
Rivervale Crescent,HDB 5 Room,157D,Rivervale Crescent,,157D Rivervale Crescent,,,110,79,570000,https://www.99.co/singapore/sale/property/157d-rivervale-crescent-hdb-MY2AgUxbrCX5edXKvdD4dZ,20.0,3,2.0
Yishun,HDB 4 Room,506B,Yishun Avenue 4,,506B Yishun Avenue 4,,,92,94,550000,https://www.99.co/singapore/sale/property/506b-yishun-avenue-4-hdb-ZqBHCjRVsyMrmCM2kJZb3t,5.0,3,2.0
Jurong West,HDB 5 Room,751,Jurong West Street 73,,751 Jurong West Street 73,,,121,68,595000,https://www.99.co/singapore/sale/property/751-jurong-west-street-73-hdb-hrWeDBDiMQup6VPkudSyVN,31.0,3,2.0
Jalan Tenteram,HDB 5 Room,19,Jalan Tenteram,,19 Jalan Tenteram,,,104,80,788000,https://www.99.co/singapore/sale/property/19-jalan-tenteram-hdb-ZRHuefySaGwwSPhD3tqRgA,19.0,3,2.0
Marsiling,HDB 4 Room,116,Marsiling,,116 Marsil,,,170,71,870000,https://www.99.co/singapore/sale/property/116-marsiling-rise-hdb-WKH27hVdj8PHyD9dgK3Sy8,28.0,5,3.0
Jurong West,HDB 3 Room,929,Jurong West Street 92,,929 Jurong West Street 92,,,72,65,380000,https://www.99.co/singapore/sale/property/929-jurong-west-street-92-hdb-L96MWLaPanL9H5CDQH2oHD,34.0,2,2.0
Serangoon,HDB 3 Room,219,Serangoon Avenue 4,,219 Serangoon Avenue 4,,,66,60,410000,https://www.99.co/singapore/sale/property/219-serangoon-avenue-4-hdb-3YDcv2QxvE9iuboFktJuSp,39.0,2,2.0
Sembawang,HDB 4 Room,474,Sembawang Drive,,474 Sembawang Drive,,,90,76,500000,https://www.99.co/singapore/sale/property/474-sembawang-drive-hdb-AepLh2ub6Uta32CyYbn7PG,23.0,3,2.0
Compassvale,HDB 5 Room,299B,Compassvale Street,,299B Compassvale Street,,,115,77,610000,https://www.99.co/singapore/sale/property/299b-compassvale-street-hdb-KVqWFNW7DA65mRcucx5eDk,22.0,3,2.0
Ang Mo Kio,HDB Executive,615,Ang Mo Kio Avenue 4,,615 Ang Mo Kio Avenue 4,,,148,72,999999,https://www.99.co/singapore/sale/property/615-ang-mo-kio-avenue-4-hdb-mqoA5X658fXAM86nd3iauW,27.0,4,2.0
Jurong West,HDB 3 Room,490,Jurong West Avenue 1,,490 Jurong West Avenue 1,,,73,60,385000,https://www.99.co/singapore/sale/property/490-jurong-west-avenue-1-hdb-kFtsKvazhW9vZR8AT9YTwh,39.0,2,2.0
Canberra,HDB 4 Room,107A,Canberra Street,,107A Canberra Street,,,92,94,625000,https://www.99.co/singapore/sale/property/107a-canberra-street-hdb-C7NwHjWfCK7LqNMivKnXF2,5.0,3,2.0
Bishan,HDB 4 Room,131,Bishan Street 12,,131 Bishan Street 12,,,83,62,645000,https://www.99.co/singapore/sale/property/131-bishan-street-12-hdb-BbieKtD3Dzk4sR3bLUUuby,37.0,3,2.0
Boon Tiong,HDB 4 Room,10B,Boon Tiong Road,,10B Boon Tiong Road,,,86,92,1050000,https://www.99.co/singapore/sale/property/10b-boon-tiong-road-hdb-84QZp4ATAgdA9Qy3kBwgDx,7.0,3,2.0
Clementi,HDB 4 Room,441B,Clementi Avenue 3,,441B Clementi Avenue 3,,,92,88,1088888,https://www.99.co/singapore/sale/property/441b-clementi-avenue-3-hdb-SihD6MKWTwrn5269FpkcNP,11.0,3,2.0
Yishun,HDB 3 Room,740,Yishun Avenue 5,,740 Yishun Avenue 5,,,66,61,420000,https://www.99.co/singapore/sale/property/740-yishun-avenue-5-hdb-YpiJsSAL77oCSvM4R4sYww,38.0,2,2.0
Simei Lane,HDB 5 Room,167A,Simei Lane,,167A Simei Lane,,,111,87,899000,https://www.99.co/singapore/sale/property/167a-simei-lane-hdb-gFZqhE8hWukjYJdFB9Q2pE,12.0,3,2.0
Tampines,HDB 5 Room,268,Tampines,,268 Tamp,,,133,60,728000,https://www.99.co/singapore/sale/property/268-tampines-street-21-hdb-Zh7Wt2kVjeJKUWzuB3SD7b,39.0,3,2.0
Tampines,HDB 3 Room,405,Tampines,,405 Tamp,,,60,61,420000,https://www.99.co/singapore/sale/property/405-tampines-street-41-hdb-X8AbgJbd94JcVrDkVXbVNp,38.0,2,1.0
Tampines,HDB 3 Room,487B,Tampines,,487B Tamp,,,104,65,568000,https://www.99.co/singapore/sale/property/487b-tampines-street-45-hdb-PDmkgMHi2S495txG3f6eDN,34.0,3,2.0
Upper Serangoon,HDB 5 Room,465,Upper Serangoon Road,,465 Upper Serangoon Road,,,124,68,695000,https://www.99.co/singapore/sale/property/465-upper-serangoon-road-hdb-M4cV4Wh8jPbk59y68peT6g,31.0,4,2.0
Havelock,HDB 3 Room,22,Havelock Road,,22 Havelock Road,,,64,45,428888,https://www.99.co/singapore/sale/property/22-havelock-road-hdb-GPzFwTEQJmnDddV5FxvHSY,54.0,3,1.0
Hougang,HDB 4 Room,925,Hougang Street 91,,925 Hougang Street 91,,,100,74,560000,https://www.99.co/singapore/sale/property/925-hougang-street-91-hdb-CCvy55D4ndwxvMZ3TxGdBU,25.0,3,2.0
Tampines,HDB 3 Room,261,Tampines,,261 Tamp,,,103,60,568000,https://www.99.co/singapore/sale/property/261-tampines-street-21-hdb-4AmgnwW6isYxUiDixx54FZ,39.0,3,2.0
Simei,HDB 5 Room,117,Simei Street 1,,117 Simei Street 1,,,121,64,650000,https://www.99.co/singapore/sale/property/117-simei-street-1-hdb-3DBLsbQujVXRBPC49FL3V6,35.0,3,2.0
Sumang Lane,HDB 4 Room,220C,Sumang Lane,,220C Sumang Lane,,,92,94,590000,https://www.99.co/singapore/sale/property/220c-sumang-lane-hdb-AMrBYuvaefX8H8ktGgmAXM,5.0,3,2.0
Hougang,HDB 4 Room,318,Hougang Avenue 5,,318 Hougang Avenue 5,,,91,58,498000,https://www.99.co/singapore/sale/property/318-hougang-avenue-5-hdb-TyYjxjwqcaYpoid5ftV5sB,41.0,3,2.0
Jurong West,HDB 5 Room,675B,Jurong West Street 64,,675B Jurong West Street 64,,,109,84,570000,https://www.99.co/singapore/sale/property/675b-jurong-west-street-64-hdb-KqNTCTMVJjjby27meqSnTh,15.0,3,2.0
Punggol Central,HDB 4 Room,297,Punggol Central,,297 Punggol Central,,,93,79,599000,https://www.99.co/singapore/sale/property/297-punggol-central-hdb-4RHVxpdci7cKYzNn6jzEfn,20.0,3,2.0
Kim Tian,HDB 4 Room,125,Kim Tian Road,,125 Kim Tian Road,,,106,71,970000,https://www.99.co/singapore/sale/property/125-kim-tian-road-hdb-S6USgxWhirKDeXbmkckieS,28.0,3,2.0
Marsiling,HDB 3 Room,23,Marsiling,,23 Marsil,,,66,53,325000,https://www.99.co/singapore/sale/property/23-marsiling-drive-hdb-ZEBaxWT9XPge8dJ58Z2qxZ,46.0,2,2.0
Jurong West,HDB 5 Room,529,Jurong West Street 52,,529 Jurong West Street 52,,,117,58,650000,https://www.99.co/singapore/sale/property/529-jurong-west-street-52-hdb-KrKkLSyLoTVfQHpb3fsMw7,41.0,3,2.0
Buangkok Crescent,HDB 5 Room,997B,Buangkok Crescent,,997B Buangkok Crescent,,,112,94,830000,https://www.99.co/singapore/sale/property/997b-buangkok-crescent-hdb-CnLTnro3jYENAQNWEptKDN,5.0,3,2.0
Choa Chu Kang,HDB 4 Room,252,Choa Chu Kang Avenue 2,,252 Choa Chu Kang Avenue 2,,,103,70,480000,https://www.99.co/singapore/sale/property/252-choa-chu-kang-avenue-2-hdb-gRQMUgL8nkLufbmyCyjN2Z,29.0,3,2.0
Ang Mo Kio,HDB 3 Room,220,Ang Mo Kio Avenue 1,,220 Ang Mo Kio Avenue 1,,,66,53,438000,https://www.99.co/singapore/sale/property/220-ang-mo-kio-avenue-1-hdb-6QQrKvK5bHRdoUUFFEDUnv,46.0,2,2.0
Yishun,HDB 5 Room,810,Yishun Road,,810 Yishun Road,,,120,63,698000,https://www.99.co/singapore/sale/property/810-yishun-ring-road-hdb-P49Y264A2pguB2thVpqFBZ,36.0,3,2.0
Hougang,HDB 4 Room,698A,Hougang Street 61,,698A Hougang Street 61,,,99,75,680000,https://www.99.co/singapore/sale/property/698a-hougang-street-61-hdb-VfiPjPnKsVtatkP4u8dKpi,24.0,3,2.0
Bishan,HDB Executive,261,Bishan Street 22,,261 Bishan Street 22,,,146,68,1980000,https://www.99.co/singapore/sale/property/261-bishan-street-22-hdb-94RXz8sLSNMnFMPhDkT6GF,31.0,4,3.0
Bishan,HDB Executive,261,Bishan Street 22,,261 Bishan Street 22,,,146,68,1980000,https://www.99.co/singapore/sale/property/261-bishan-street-22-hdb-QkNwNvaijSg2f8TiPcvd8q,31.0,4,3.0
Bukit Panjang,HDB 5 Room,450,Bukit Panjang Road,,450 Bukit Panjang Road,,,119,73,585000,https://www.99.co/singapore/sale/property/450-bukit-panjang-ring-road-hdb-eKhB39Y2ZRfNSZe3sqRS88,26.0,3,2.0
Mei Link,HDB 3 Room,157,Mei Link,,157 Mei Link,,,68,46,368000,https://www.99.co/singapore/sale/property/157-mei-ling-street-hdb-N94EXDakDvrCmURnCtSgcP,53.0,2,1.0
Bukit Merah View,HDB 3 Room,129,Bukit Merah View,,129 Bukit Merah View,,,75,49,490000,https://www.99.co/singapore/sale/property/129-bukit-merah-view-hdb-cedWfRseWTQPZheiv5ECT4,50.0,2,1.0
Toh Yi,HDB Executive,6,Toh Yi Drive,,6 Toh Yi Drive,,,145,65,1390000,https://www.99.co/singapore/sale/property/6-toh-yi-drive-hdb-fWpQBtndQi8D5rdFr9v9gA,34.0,4,3.0
Punggol Central,HDB 5 Room,298,Punggol Central,,298 Punggol Central,,,109,79,688888,https://www.99.co/singapore/sale/property/298-punggol-central-hdb-kRSgGV6dR8RSYHCxtqDajp,20.0,3,2.0
Ang Mo Kio,HDB 3 Room,433,Ang Mo Kio Avenue 10,,433 Ang Mo Kio Avenue 10,,,66,55,399000,https://www.99.co/singapore/sale/property/433-ang-mo-kio-avenue-10-hdb-VKqK39Pr7GUVM2WMc7dDjb,44.0,2,2.0
Hougang,HDB Executive,615,Hougang Avenue 8,,615 Hougang Avenue 8,,,146,62,860000,https://www.99.co/singapore/sale/property/615-hougang-avenue-8-hdb-Rpt6zCQUfcjhih7dXnftkT,37.0,4,3.0
Anchorvale Crescent,HDB 4 Room,335C,Anchorvale Crescent,,335C Anchorvale Crescent,,,94,91,770000,https://www.99.co/singapore/sale/property/335c-anchorvale-crescent-hdb-N7cNzEunTPEqFYnjGJvqUm,8.0,3,2.0
Punggol East,HDB 5 Room,659A,Punggol East,,659A Punggol East,,,112,94,750000,https://www.99.co/singapore/sale/property/659a-punggol-east-hdb-FfUcZNtGJZ7VhHzyAzrmsP,5.0,3,3.0
Pend,HDB 3 Room,113,Pend,,113 Pend,,,73,64,410000,https://www.99.co/singapore/sale/property/113-pending-road-hdb-9wEmcS69CB6bsmnwytML7N,35.0,2,2.0
Hougang,HDB 3 Room,117,Hougang Avenue 1,,117 Hougang Avenue 1,,,66,58,388000,https://www.99.co/singapore/sale/property/117-hougang-avenue-1-hdb-HYKfGxtQmf5KyCTgV7jYLD,41.0,2,2.0
Bukit Batok,HDB 4 Room,211,Bukit Batok Street 21,,211 Bukit Batok Street 21,,,107,61,498000,https://www.99.co/singapore/sale/property/211-bukit-batok-street-21-hdb-mjoykYvQabbvpVrB78a3LR,38.0,3,2.0
Hougang,HDB 4 Room,155,Hougang Street 11,,155 Hougang Street 11,,,104,60,650000,https://www.99.co/singapore/sale/property/155-hougang-street-11-hdb-SWFR68G4WtQ8yyTsYyNwF5,39.0,3,2.0
Clementi,HDB 3 Room,341,Clementi Avenue 5,,341 Clementi Avenue 5,,,66,55,408000,https://www.99.co/singapore/sale/property/341-clementi-avenue-5-hdb-KdEcUMYjuQYK7BtuXsUT9U,44.0,2,2.0
Yuan Ching,HDB 5 Room,138C,Yuan Ching,,138C Yuan Ch,,,108,90,799000,https://www.99.co/singapore/sale/property/138c-yuan-ching-road-hdb-9LuVtnPzKbCM7WcRnBsXhj,9.0,3,2.0
Lorong 8 Toa Payoh,HDB 2 Room,235,Lorong 8 Toa Payoh,,235 Lorong 8 Toa Payoh,,,65,52,368000,https://www.99.co/singapore/sale/property/235-lorong-8-toa-payoh-hdb-AMCCL5oxSa6htpio6QAbbH,47.0,3,1.0
Yishun,HDB 3 Room,862,Yishun Avenue 4,,862 Yishun Avenue 4,,,73,64,388000,https://www.99.co/singapore/sale/property/862-yishun-avenue-4-hdb-VanLWjK6sKSThMREBrynC6,35.0,2,2.0
Yishun,HDB 5 Room,775,Yishun Road,,775 Yishun Road,,,119,62,650000,https://www.99.co/singapore/sale/property/775-yishun-ring-road-hdb-nxRMfso7ZyJ3WBwV5bCpBs,37.0,3,2.0
Compassvale,HDB Executive,299A,Compassvale Street,,299A Compassvale Street,,,133,77,778888,https://www.99.co/singapore/sale/property/299a-compassvale-street-hdb-icXfVHVVsaN6eueyucmb6z,22.0,4,2.0
Serangoon Central,HDB 4 Room,410,Serangoon Central,,410 Serangoon Central,,,103,65,800000,https://www.99.co/singapore/sale/property/410-serangoon-central-hdb-Ayb7KRsMKwUsKQpevFPoJh,34.0,3,2.0
Chai Chee,HDB 4 Room,56,Chai Chee Drive,,56 Chai Chee Drive,,,90,59,538000,https://www.99.co/singapore/sale/property/56-chai-chee-drive-hdb-PvpkdpbCzREGZvPsp9HkCH,40.0,2,2.0
Boon Tiong,HDB 4 Room,6A,Boon Tiong Road,,6A Boon Tiong Road,,,99,81,950000,https://www.99.co/singapore/sale/property/6a-boon-tiong-road-hdb-6yf6WrFJiKNcGLBtEu4VrS,18.0,3,2.0
Choa Chu Kang,HDB 5 Room,487A,Choa Chu Kang Avenue 5,,487A Choa Chu Kang Avenue 5,,,112,92,599000,https://www.99.co/singapore/sale/property/487a-choa-chu-kang-avenue-5-hdb-ADBzqSQQXHvyZWaxvSSTjH,7.0,3,2.0
Queensway,HDB 4 Room,168A,Queensway,,168A Queensway,,,83,50,510000,https://www.99.co/singapore/sale/property/168a-queensway-hdb-6arYUnidvzgt2TNs5tP4SL,49.0,3,1.0
Bukit Batok West,HDB 4 Room,443A,Bukit Batok West Avenue 8,,443A Bukit Batok West Avenue 8,,,91,95,559888,https://www.99.co/singapore/sale/property/443a-bukit-batok-west-avenue-8-hdb-YWNu3Z4a9fNPw2c6AFUFck,4.0,3,2.0
Serangoon North,HDB Executive,142,Serangoon North Avenue 1,,142 Serangoon North Avenue 1,,,150,62,1200000,https://www.99.co/singapore/sale/property/142-serangoon-north-avenue-1-hdb-YWmDidDmeCFsEbbiAqeqkw,37.0,3,2.0
Shunfu,HDB 5 Room,312,Shunfu Road,,312 Shunfu Road,,,125,61,930888,https://www.99.co/singapore/sale/property/312-shunfu-road-hdb-X3rs3kQ2gvgjUy8AnXezQq,38.0,3,2.0
Tampines,HDB 4 Room,361,Tampines,,361 Tamp,,,106,72,540000,https://www.99.co/singapore/sale/property/361-tampines-street-34-hdb-QtHxd5BgZpv7cqjMh29whk,27.0,3,2.0
Tampines,HDB 5 Room,515B,Tampines,,515B Tamp,,,108,84,958000,https://www.99.co/singapore/sale/property/515b-tampines-central-7-hdb-o5upm4pCe8XDjJe5MCNQLE,15.0,3,2.0
Yishun,HDB 5 Room,333A,Yishun Street 31,,333A Yishun Street 31,,,111,91,620000,https://www.99.co/singapore/sale/property/333a-yishun-street-31-hdb-4bUcYVqVioSmj6VbyhBt2R,8.0,4,2.0
Boon Lay,HDB 4 Bed,216A,Boon Lay Avenue,,216A Boon Lay Avenue,,,120,94,699000,https://www.99.co/singapore/sale/property/216a-boon-lay-avenue-hdb-36Sendi2i8djxxJjodqX4t,5.0,4,3.0
Lorong 1 Toa Payoh,HDB 3 Room,113,Lorong 1 Toa Payoh,,113 Lorong 1 Toa Payoh,,,64,43,378000,https://www.99.co/singapore/sale/property/113-lorong-1-toa-payoh-hdb-P9EVr84vtstL5MmzFtHiFe,56.0,3,2.0
Punggol,HDB 3 Room,641B,Punggol Drive,,641B Punggol Drive,,,111,81,750000,https://www.99.co/singapore/sale/property/641b-punggol-drive-hdb-7oLYuGSGewbk7gMi7XAqN8,18.0,3,2.0
