Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Taman Ho Swee,HDB 3 Room,12,Taman Ho Swee,,Blk 12 Taman Ho Swee,,,54,46,1370000,https://www.srx.com.sg/listings/99715031/for-sale-taman-ho-swee-taman-ho-swee,53.0,2,1.0
Ang Mo Kio,HDB 3 Room,345,Ang Mo Kio Avenue 3,,Blk 345 Ang Mo Kio Avenue 3,,,73,54,1370000,https://www.srx.com.sg/listings/100556341/for-sale-ang-mo-kio-avenue-3-ang-mo-kio-avenue-3,45.0,2,2.0
Choa Chu Kang,HDB 4 Room,440,Choa Chu Kang Avenue 4,,Blk 440 Choa Chu Kang Avenue 4,,,106,69,1370000,https://www.srx.com.sg/listings/100599941/for-sale-choa-chu-kang-avenue-4-walk-to-choa-chu-kang-mrt-lot-1-bus-interchange,30.0,3,2.0
Jalan Teck Whye,HDB 4 Room,160,Jalan Teck Whye,,Blk 160 Jalan Teck Whye,,,101,74,688888,https://www.srx.com.sg/listings/100484351/for-sale-jalan-teck-whye-jalan-teck-whye,25.0,3,2.0
Lower Delta,HDB 2 Room,48,Lower Delta Road,,Blk 48 Lower Delta Road,,,42,46,650000,https://www.srx.com.sg/listings/99869211/for-sale-lower-delta-road-lower-delta-road,53.0,1,1.0
West Terra,HDB 5 Room,452A,West Terra @ Bukit Batok,,Blk 452A West Terra @ Bukit Batok,,,115,95,650000,https://www.srx.com.sg/listings/99868911/for-sale-west-terra-bukit-batok-bukit-batok-west-avenue-6,4.0,3,2.0
Bukit Batok,HDB 3 Room,505,Bukit Batok Street 52,,Blk 505 Bukit Batok Street 52,,,60,64,650000,https://www.srx.com.sg/listings/99868901/for-sale-bukit-batok-street-52-bukit-batok-street-52,35.0,2,1.0
Boon Lay Place,HDB 3 Room,215,Boon Lay Place,,Blk 215 Boon Lay Place,,,66,50,428000,https://www.srx.com.sg/listings/99868861/for-sale-boon-lay-place-boon-lay-place,49.0,3,1.0
Punggol Central,HDB Executive,188,Punggol Central,,Blk 188 Punggol Central,,,128,80,428000,https://www.srx.com.sg/listings/99868801/for-sale-punggol-central-punggol-central,19.0,3,2.0
Pasir Ris,HDB Executive,220A,Pasir Ris Street 21,,Blk 220A Pasir Ris Street 21,,,146,68,428000,https://www.srx.com.sg/listings/99868661/for-sale-pasir-ris-street-21-pasir-ris-street-21,31.0,4,2.0
Woodlands,HDB 4 Room,414,Woodlands Street 41,,Blk 414 Woodlands Street 41,,,103,72,325888,https://www.srx.com.sg/listings/99868631/for-sale-woodlands-street-41-woodlands-street-41,27.0,3,2.0
Punggol,HDB 5 Room,666B,Punggol Drive,,Blk 666B Punggol Drive,,,113,92,325888,https://www.srx.com.sg/listings/99868621/for-sale-punggol-drive-punggol-drive,7.0,3,2.0
Marine Crescent,HDB 3 Room,47,Marine Crescent,,Blk 47 Marine Crescent,,,65,51,325888,https://www.srx.com.sg/listings/99868591/for-sale-marine-crescent-marine-crescent,48.0,2,1.0
Tampines,HDB 4 Room,805,Tampines Avenue 4,,Blk 805 Tampines Avenue 4,,,91,61,598000,https://www.srx.com.sg/listings/99868331/for-sale-tampines-avenue-4-tampines-avenue-4,38.0,3,2.0
Eastcrown,HDB 4 Room,128B,Eastcrown @ Canberra,,Blk 128B Eastcrown @ Canberra,,,93,94,598000,https://www.srx.com.sg/listings/99754051/for-sale-eastcrown-canberra-canberra-street,5.0,3,2.0
Fernvale Riverbow,HDB 4 Room,415A,Fernvale Riverbow,,Blk 415A Fernvale Riverbow,,,93,92,598000,https://www.srx.com.sg/listings/99842581/for-sale-fernvale-riverbow-singapore-flyer-view,7.0,3,2.0
Teck Whye Lane,HDB Executive,109,Teck Whye Lane,,Blk 109 Teck Whye Lane,,,146,65,629000,https://www.srx.com.sg/listings/99842161/for-sale-teck-whye-lane-rare-e-m-for-sale,34.0,4,3.0
Kim Tian Green,HDB 5 Room,127D,Kim Tian Green,,Blk 127D Kim Tian Green,,,113,89,629000,https://www.srx.com.sg/listings/98271821/for-sale-kim-tian-green-rare-high-floor-unblocked-view-prime-location-4-be,10.0,4,2.0
Jalan Bukit Merah,HDB 3 Room,1,Jalan Bukit Merah,,Blk 1 Jalan Bukit Merah,,,64,59,629000,https://www.srx.com.sg/listings/98541031/for-sale-jalan-bukit-merah-high-floor-with-utility-room-3i-for-sale,40.0,2,1.0
Clementi,HDB 3 Room,427,Clementi Avenue 3,,Blk 427 Clementi Avenue 3,,,9,54,777000,https://www.srx.com.sg/listings/99793101/for-sale-clementi-avenue-3-room-near-mrt-for-rent,45.0,2,2.0
Kim Tian Green,HDB 5 Room,127D,Kim Tian Green,,Blk 127D Kim Tian Green,,,113,89,777000,https://www.srx.com.sg/listings/99792971/for-sale-kim-tian-green-rare-spacious-unit-for-sale,10.0,2,2.0
Bukit Batok,HDB 5 Room,202,Bukit Batok Street 21,,Blk 202 Bukit Batok Street 21,,,133,61,777000,https://www.srx.com.sg/listings/99663091/for-sale-bukit-batok-street-21-walk-to-mrt-5r-for-sale,38.0,3,2.0
Woodlands,HDB 5 Room,709,Woodlands Drive 70,,Blk 709 Woodlands Drive 70,,,119,72,550000,https://www.srx.com.sg/listings/99866141/for-sale-woodlands-drive-70-woodlands-drive-70,27.0,3,2.0
Choa Chu Kang Crescent,HDB 5 Room,684D,Choa Chu Kang Crescent,,Blk 684D Choa Chu Kang Crescent,,,110,78,550000,https://www.srx.com.sg/listings/99865851/for-sale-choa-chu-kang-crescent-choa-chu-kang-crescent,21.0,3,2.0
Kang Ching,HDB 4 Room,345,Kang Ching Road,,Blk 345 Kang Ching Road,,,102,73,850000,https://www.srx.com.sg/listings/100546871/for-sale-kang-ching-road-kang-ching-road,26.0,3,2.0
Tiong Bahru View,HDB 4 Room,9B,Tiong Bahru View,,Blk 9B Tiong Bahru View,,,92,92,850000,https://www.srx.com.sg/listings/100546481/for-sale-tiong-bahru-view-boon-tiong-road,7.0,3,2.0
Jelapang,HDB 4 Room,508,Jelapang Road,,Blk 508 Jelapang Road,,,93,74,850000,https://www.srx.com.sg/listings/100363531/for-sale-jelapang-road-jelapang-road,25.0,3,2.0
Admiralty Link,HDB 5 Room,484,Admiralty Link,,Blk 484 Admiralty Link,,,110,79,599000,https://www.srx.com.sg/listings/99769061/for-sale-admiralty-link-admiralty-link,20.0,3,2.0
Bukit Batok,HDB 4 Room,288E,Bukit Batok Street 25,,Blk 288E Bukit Batok Street 25,,,101,74,599000,https://www.srx.com.sg/listings/100546331/for-sale-bukit-batok-street-25-bukit-batok-street-25,25.0,3,2.0
Simei,HDB 5 Room,228,Simei Street 4,,Blk 228 Simei Street 4,,,122,64,599000,https://www.srx.com.sg/listings/100546291/for-sale-simei-street-4-simei-street-4,35.0,3,2.0
Compassvale,HDB 5 Room,299B,Compassvale Street,,Blk 299B Compassvale Street,,,121,77,478000,https://www.srx.com.sg/listings/100546181/for-sale-compassvale-street-compassvale-street,22.0,4,2.0
Strathmore,HDB 5 Room,48,Strathmore Avenue,,Blk 48 Strathmore Avenue,,,110,82,478000,https://www.srx.com.sg/listings/100546131/for-sale-strathmore-avenue-strathmore-avenue,17.0,3,2.0
Boon Lay,HDB 5 Room,268C,Boon Lay Drive,,Blk 268C Boon Lay Drive,,,110,78,478000,https://www.srx.com.sg/listings/100376851/for-sale-boon-lay-drive-boon-lay-drive,21.0,3,2.0
Tampines,HDB 4 Room,702,Tampines Street 71,,Blk 702 Tampines Street 71,,,100,73,680000,https://www.srx.com.sg/listings/100120711/for-sale-tampines-street-71-tampines-street-71,26.0,3,2.0
Tampines,HDB 4 Room,814,Tampines Street 81,,Blk 814 Tampines Street 81,,,105,60,680000,https://www.srx.com.sg/listings/100383731/for-sale-tampines-street-81-tampines-street-81,39.0,3,2.0
Casa Clementi,HDB 3 Room,424,Casa Clementi,,Blk 424 Casa Clementi,,,75,89,680000,https://www.srx.com.sg/listings/100034121/for-sale-casa-clementi-clementi-avenue-1,10.0,2,2.0
Angsana Breeze,HDB 4 Room,506A,Angsana Breeze @ Yishun,,Blk 506A Angsana Breeze @ Yishun,,,93,94,746000,https://www.srx.com.sg/listings/100307711/for-sale-angsana-breeze-yishun-yishun-avenue-4,5.0,3,2.0
Bukit Batok,HDB Executive,140,Bukit Batok Street 11,,Blk 140 Bukit Batok Street 11,,,150,60,746000,https://www.srx.com.sg/listings/100428941/for-sale-bukit-batok-street-11-bukit-batok-street-11,39.0,4,3.0
Choa Chu Kang Crescent,HDB 5 Room,691B,Choa Chu Kang Crescent,,Blk 691B Choa Chu Kang Crescent,,,110,79,746000,https://www.srx.com.sg/listings/99498421/for-sale-choa-chu-kang-crescent-rarely-available-mid-floor-corner-unit-priced-to,20.0,3,2.0
Woodlands Crescent,HDB Executive,788B,Woodlands Crescent,,Blk 788B Woodlands Crescent,,,139,75,888888,https://www.srx.com.sg/listings/100360911/for-sale-woodlands-crescent-renovated-executive-corner-unt-with-5-large-bedroo,24.0,5,2.0
Hougang,HDB 5 Room,643,Hougang Avenue 8,,Blk 643 Hougang Avenue 8,,,120,63,888888,https://www.srx.com.sg/listings/99884091/for-sale-hougang-avenue-8-hougang-avenue-8,36.0,3,2.0
Choa Chu Kang,HDB 3 Room,807A,Choa Chu Kang Avenue 1,,Blk 807A Choa Chu Kang Avenue 1,,,67,93,888888,https://www.srx.com.sg/listings/100545241/for-sale-choa-chu-kang-avenue-1-choa-chu-kang-avenue-1,6.0,2,2.0
Toh Guan,HDB 4 Room,285B,Toh Guan Road,,Blk 285B Toh Guan Road,,,102,74,550000,https://www.srx.com.sg/listings/100398801/for-sale-toh-guan-road-toh-guan-road,25.0,3,2.0
Choa Chu Kang,HDB 4 Room,426,Choa Chu Kang Avenue 4,,Blk 426 Choa Chu Kang Avenue 4,,,104,69,1000000,https://www.srx.com.sg/listings/100385701/for-sale-choa-chu-kang-avenue-4-corner-only-1-unit-4-room-flat-426-choa-chu-kang,30.0,3,2.0
Serangoon Central,HDB Executive,423,Serangoon Central,,Blk 423 Serangoon Central,,,146,65,1000000,https://www.srx.com.sg/listings/100404941/for-sale-serangoon-central-serangoon-central,34.0,4,3.0
Gangsa,HDB 3 Room,104,Gangsa Road,,Blk 104 Gangsa Road,,,103,64,1000000,https://www.srx.com.sg/listings/99694581/for-sale-gangsa-road-gangsa-road,35.0,3,2.0
Rivervale Arc,HDB 4 Room,178A,Rivervale Arc,,Blk 178A Rivervale Arc,,,93,91,640000,https://www.srx.com.sg/listings/99969791/for-sale-rivervale-arc-rivervale-crescent,8.0,3,2.0
Jurong West,HDB 5 Room,705,Jurong West Street 71,,Blk 705 Jurong West Street 71,,,135,71,640000,https://www.srx.com.sg/listings/100333631/for-sale-jurong-west-street-71-6-mins-to-mrt-great-community-near-school-shopp,28.0,3,2.0
Tampines,HDB 4 Room,266,Tampines Street 21,,Blk 266 Tampines Street 21,,,103,60,640000,https://www.srx.com.sg/listings/99724421/for-sale-tampines-street-21-walk-to-mrt-market-eateries-shops-schools,39.0,3,2.0
Bedok North,HDB 3 Room,74,Bedok North Road,,Blk 74 Bedok North Road,,,59,54,938000,https://www.srx.com.sg/listings/99776501/for-sale-bedok-north-road-bedok-north-road,45.0,2,2.0
Whampoa,HDB 3 Room,97,Whampoa Drive,,Blk 97 Whampoa Drive,,,75,56,938000,https://www.srx.com.sg/listings/99760541/for-sale-whampoa-drive-move-in-condition-high-floor-corner-privacy-rare,43.0,2+1,1.0
Ang Mo Kio,HDB 4 Room,301,Ang Mo Kio Avenue 3,,Blk 301 Ang Mo Kio Avenue 3,,,98,54,938000,https://www.srx.com.sg/listings/100067451/for-sale-ang-mo-kio-avenue-3-corner-high-floor-with-balcony,45.0,3,2.0
Tampines,HDB 3 Room,417,Tampines Street 41,,Blk 417 Tampines Street 41,,,69,61,595000,https://www.srx.com.sg/listings/100262491/for-sale-tampines-street-41-3i-corner-unit,38.0,2,2.0
Serangoon North,HDB 5 Room,117,Serangoon North Avenue 1,,Blk 117 Serangoon North Avenue 1,,,121,61,595000,https://www.srx.com.sg/listings/100282881/for-sale-serangoon-north-avenue-1-serangoon-north-avenue-1,38.0,4,2.0
Anchorvale,HDB Executive,310A,Anchorvale Road,,Blk 310A Anchorvale Road,,,126,79,595000,https://www.srx.com.sg/listings/100226601/for-sale-anchorvale-road-anchorvale-road,20.0,4,2.0
Yishun Ring,HDB Executive,328,Yishun Ring Road,,Blk 328 Yishun Ring Road,,,142,64,665000,https://www.srx.com.sg/listings/99943421/for-sale-yishun-ring-road-spacious-exec-apartment-you-been-waiting-for-4-be,35.0,4,2.0
Skyresidence,HDB 5 Room,33,Skyresidence @ Dawson,,Blk 33 Skyresidence @ Dawson,,,108,97,665000,https://www.srx.com.sg/listings/99896841/for-sale-skyresidence-dawson-unblocked-views-sole-corner-5rm-near-queenstown-mr,2.0,3,2.0
Anchorvale Fields,HDB 4 Room,351A,Anchorvale Fields,,Blk 351A Anchorvale Fields,,,92,94,665000,https://www.srx.com.sg/listings/99896881/for-sale-anchorvale-fields-newest-mop-5year-bto-top-floor-corner-unit-privac,5.0,3,2.0
Compassvale Helm,HDB 4 Room,274B,Compassvale Helm,,Blk 274B Compassvale Helm,,,92,93,730000,https://www.srx.com.sg/listings/100204361/for-sale-compassvale-helm-2-mins-walk-to-buangkok-mrt-sengkang-grand-mall,6.0,3,2.0
Bukit Batok West,HDB 2 Room,460A,Bukit Batok West Avenue 9,,Blk 460A Bukit Batok West Avenue 9,,,48,95,730000,https://www.srx.com.sg/listings/99921441/for-sale-bukit-batok-west-avenue-9-2a-hdb-flat,4.0,1,1.0
City Vue,HDB 4 Room,95A,City Vue @henderson,,Blk 95A City Vue @henderson,,,93,95,570000,https://www.srx.com.sg/listings/100181341/for-sale-city-vue-henderson-high-floor-renovated-unblock-view,4.0,3,2.0
Lorong Ah Soo,HDB 4 Room,133,Lorong Ah Soo,,Blk 133 Lorong Ah Soo,,,104,61,570000,https://www.srx.com.sg/listings/99582861/for-sale-lorong-ah-soo-lorong-ah-soo,38.0,3,2.0
Bishan,HDB 4 Room,215,Bishan Street 23,,Blk 215 Bishan Street 23,,,105,68,570000,https://www.srx.com.sg/listings/99180631/for-sale-bishan-street-23-bishan-street-23,31.0,3,2.0
Pending,HDB 4 Room,225,Pending Road,,Blk 225 Pending Road,,,103,63,525000,https://www.srx.com.sg/listings/99495711/for-sale-pending-road-pending-road,36.0,3,2.0
Vine Grove,HDB 4 Room,671A,Vine Grove @ Yishun,,Blk 671A Vine Grove @ Yishun,,,93,94,525000,https://www.srx.com.sg/listings/99476981/for-sale-vine-grove-yishun-newly-mop-beautifully-renovated-and-well-maintain,5.0,3,2.0
Yishun,HDB 3 Room,862,Yishun Avenue 4,,Blk 862 Yishun Avenue 4,,,74,64,525000,https://www.srx.com.sg/listings/99210661/for-sale-yishun-avenue-4-yishun-avenue-4,35.0,2,2.0
Jurong West,HDB 5 Room,555,Jurong West Street 42,,Blk 555 Jurong West Street 42,,,134,61,768000,https://www.srx.com.sg/listings/99388361/for-sale-jurong-west-street-42-jurong-west-street-42,38.0,3,2.0
Toh Yi,HDB 5 Room,17,Toh Yi Drive,,Blk 17 Toh Yi Drive,,,128,64,768000,https://www.srx.com.sg/listings/99298171/for-sale-toh-yi-drive-toh-yi-drive,35.0,4,2.0
Choa Chu Kang Crescent,HDB 5 Room,685A,Choa Chu Kang Crescent,,Blk 685A Choa Chu Kang Crescent,,,110,78,768000,https://www.srx.com.sg/listings/99494011/for-sale-choa-chu-kang-crescent-choa-chu-kang-crescent,21.0,3,2.0
MARSILING DRIVE,HDB 3 Room,204,MARSILING DRIVE,,Blk 204 MARSILING DRIVE,,,68,57,600000,https://www.srx.com.sg/listings/99493421/for-sale-marsiling-drive-marsiling-drive,42.0,2,2.0
Cheng San Court,HDB 4 Room,590B,Cheng San Court,,Blk 590B Cheng San Court,,,93,95,600000,https://www.srx.com.sg/listings/99493041/for-sale-cheng-san-court-ang-mo-kio-street-51,4.0,3,2.0
Punggol Field,HDB 5 Room,101B,Punggol Field,,Blk 101B Punggol Field,,,110,78,600000,https://www.srx.com.sg/listings/99492191/for-sale-punggol-field-punggol-field,21.0,3,2.0
Woodlands,HDB Executive,804,Woodlands Street 81,,Blk 804 Woodlands Street 81,,,146,64,1150000,https://www.srx.com.sg/listings/98206931/for-sale-woodlands-street-81-woodlands-street-81,35.0,4,3.0
Circuit,HDB 3 Room,64,Circuit Road,,Blk 64 Circuit Road,,,59,43,1150000,https://www.srx.com.sg/listings/99436101/for-sale-circuit-road-3min-to-mrt-high-flr-unblock-3rm-hdb-masterbedr,56.0,2,2.0
Telok Blangah Heights,HDB 4 Room,86,Telok Blangah Heights,,Blk 86 Telok Blangah Heights,,,90,79,1100000,https://www.srx.com.sg/listings/99471571/for-sale-telok-blangah-heights-a-quiet-and-breezy-4rm-midfloor-unit-at-a-prime-lo,20.0,3,2.0
Sun Breeze,HDB 4 Room,365B,Sun Breeze,,Blk 365B Sun Breeze,,,93,95,1100000,https://www.srx.com.sg/listings/99471251/for-sale-sun-breeze-365b-sembawang-crescent,4.0,3,2.0
Telok Blangah,HDB 4 Room,93A,Telok Blangah Street 31,,Blk 93A Telok Blangah Street 31,,,93,93,640000,https://www.srx.com.sg/listings/97287431/for-sale-telok-blangah-street-31-telok-blangah-street-31,6.0,3,2.0
Bukit Batok West,HDB 4 Room,443B,Bukit Batok West Avenue 8,,Blk 443B Bukit Batok West Avenue 8,,,92,95,640000,https://www.srx.com.sg/listings/99447211/for-sale-bukit-batok-west-avenue-8-bukit-batok-west-avenue-8,4.0,3,2.0
Bedok Reservoir,HDB 3 Room,709,Bedok Reservoir Road,,Blk 709 Bedok Reservoir Road,,,68,57,640000,https://www.srx.com.sg/listings/98806141/for-sale-bedok-reservoir-road-bedok-reservoir-road,42.0,2,2.0
Keat Hong Close,HDB 5 Room,805C,Keat Hong Close,,Blk 805C Keat Hong Close,,,113,93,768888,https://www.srx.com.sg/listings/99195811/for-sale-keat-hong-close-keat-hong-close,6.0,3,2.0
Bedok North,HDB 3 Room,75,Bedok North Road,,Blk 75 Bedok North Road,,,59,54,768888,https://www.srx.com.sg/listings/100304231/for-sale-bedok-north-road-walk-to-market-eateries-shops-schools-mrt,45.0,2,1.0
Bukit Batok,HDB 3 Room,206,Bukit Batok Street 21,,Blk 206 Bukit Batok Street 21,,,73,59,768888,https://www.srx.com.sg/listings/100614771/for-sale-bukit-batok-street-21-bukit-batok-street-21,40.0,2,2.0
Pasir Ris One,HDB 4 Room,530A,Pasir Ris One,,Blk 530A Pasir Ris One,,,86,91,565000,https://www.srx.com.sg/listings/100288981/for-sale-pasir-ris-one-great-location-1-minute-walk-to-pasir-ris-mrt-sta,8.0,3,2.0
Compassvale Link,HDB 5 Room,269D,Compassvale Link,,Blk 269D Compassvale Link,,,110,82,565000,https://www.srx.com.sg/listings/100206161/for-sale-compassvale-link-walk-to-market-eateries-shops-schools-mrt-lrt,17.0,3,2.0
Pandan Gardens,HDB 5 Room,407,Pandan Gardens,,Blk 407 Pandan Gardens,,,104,55,565000,https://www.srx.com.sg/listings/100331241/for-sale-pandan-gardens-pandan-gardens,44.0,3,2.0
Lorong 4 Toa Payoh,HDB 3 Room,70,Lorong 4 Toa Payoh,,Blk 70 Lorong 4 Toa Payoh,,,62,45,400000,https://www.srx.com.sg/listings/98233311/for-sale-lorong-4-toa-payoh-lorong-4-toa-payoh,54.0,2,1.0
Bukit Batok West,HDB 4 Room,130,Bukit Batok West Avenue 6,,Blk 130 Bukit Batok West Avenue 6,,,103,60,400000,https://www.srx.com.sg/listings/100294221/for-sale-bukit-batok-west-avenue-6-bukit-batok-west-avenue-6,39.0,3,2.0
Lorong 1 Toa Payoh,HDB 3 Room,115,Lorong 1 Toa Payoh,,Blk 115 Lorong 1 Toa Payoh,,,65,43,400000,https://www.srx.com.sg/listings/100580101/for-sale-lorong-1-toa-payoh-lorong-1-toa-payoh,56.0,2,2.0
Anchorvale,HDB 5 Room,319A,Anchorvale Drive,,Blk 319A Anchorvale Drive,,,110,78,588888,https://www.srx.com.sg/listings/100619821/for-sale-anchorvale-drive-anchorvale-drive,21.0,3,2.0
Lorong 5 Toa Payoh,HDB 3 Room,57,Lorong 5 Toa Payoh,,Blk 57 Lorong 5 Toa Payoh,,,61,49,588888,https://www.srx.com.sg/listings/100213381/for-sale-lorong-5-toa-payoh-lorong-5-toa-payoh,50.0,2,1.0
Jalan Klinik,HDB 3 Room,30,Jalan Klinik,,Blk 30 Jalan Klinik,,,68,45,850000,https://www.srx.com.sg/listings/100534231/for-sale-jalan-klinik-jalan-klinik,54.0,3,1.0
Ang Mo Kio,HDB 3 Room,122,Ang Mo Kio Avenue 3,,Blk 122 Ang Mo Kio Avenue 3,,,67,54,850000,https://www.srx.com.sg/listings/100173271/for-sale-ang-mo-kio-avenue-3-ang-mo-kio-avenue-3,45.0,2,2.0
Ghim Moh,HDB 3 Room,5,Ghim Moh Road,,Blk 5 Ghim Moh Road,,,65,52,850000,https://www.srx.com.sg/listings/99442571/for-sale-ghim-moh-road-new-list-for-sales,47.0,2,1.0
Tiong Bahru View,HDB 5 Room,9B,Tiong Bahru View,,Blk 9B Tiong Bahru View,,,112,92,535000,https://www.srx.com.sg/listings/91618701/for-sale-tiong-bahru-view-boon-tiong-road,7.0,3,2.0
Compassvale Walk,HDB 5 Room,228C,Compassvale Walk,,Blk 228C Compassvale Walk,,,121,76,535000,https://www.srx.com.sg/listings/99104811/for-sale-compassvale-walk-compassvale-walk,23.0,3,2.0
Fengshan Greenville,HDB 4 Room,186B,Fengshan Greenville,,Blk 186B Fengshan Greenville,,,93,94,535000,https://www.srx.com.sg/listings/99868881/for-sale-fengshan-greenville-bedok-north-street-4,5.0,3,2.0
Ang Mo Kio,HDB 3 Room,503,Ang Mo Kio Avenue 5,,Blk 503 Ang Mo Kio Avenue 5,,,68,57,688000,https://www.srx.com.sg/listings/100606211/for-sale-ang-mo-kio-avenue-5-ang-mo-kio-avenue-5,42.0,2,2.0
Senja,HDB 5 Room,623,Senja Road,,Blk 623 Senja Road,,,110,77,688000,https://www.srx.com.sg/listings/100644811/for-sale-senja-road-senja-road,22.0,3,2.0
Silat,HDB 3 Room,149,Silat Avenue,,Blk 149 Silat Avenue,,,83,58,688000,https://www.srx.com.sg/listings/100607371/for-sale-silat-avenue-silat-avenue,41.0,2,2.0
Hougang Central,HDB Executive,853,Hougang Central,,Blk 853 Hougang Central,,,142,73,510000,https://www.srx.com.sg/listings/100615841/for-sale-hougang-central-hougang-central,26.0,4,3.0
Sembawang,HDB 4 Room,474,Sembawang Drive,,Blk 474 Sembawang Drive,,,90,76,510000,https://www.srx.com.sg/listings/100615781/for-sale-sembawang-drive-sembawang-drive,23.0,3,2.0
Woodlands Ring,HDB 4 Room,649,Woodlands Ring Road,,Blk 649 Woodlands Ring Road,,,100,74,510000,https://www.srx.com.sg/listings/100600161/for-sale-woodlands-ring-road-for-sale-woodlands-high-floor-unit-near-mrt,25.0,3,2.0
Compassvale Crescent,HDB 5 Room,295C,Compassvale Crescent,,Blk 295C Compassvale Crescent,,,110,78,369000,https://www.srx.com.sg/listings/100615701/for-sale-compassvale-crescent-compassvale-crescent,21.0,3,2.0
Shunfu Gardens,HDB 5 Room,312,Shunfu Gardens,,Blk 312 Shunfu Gardens,,,126,61,369000,https://www.srx.com.sg/listings/98600041/for-sale-shunfu-gardens-shunfu-road,38.0,3,2.0
Bedok Reservoir,HDB Executive,636,Bedok Reservoir Road,,Blk 636 Bedok Reservoir Road,,,145,69,369000,https://www.srx.com.sg/listings/100570961/for-sale-bedok-reservoir-road-bedok-reservoir-road,30.0,4,2.0
Woodlands Rise,HDB 4 Room,785B,Woodlands Rise,,Blk 785B Woodlands Rise,,,93,94,400000,https://www.srx.com.sg/listings/100615601/for-sale-woodlands-rise-woodlands-rise,5.0,3,2.0
MARSILING RISE,HDB 4 Room,119,MARSILING RISE,,Blk 119 MARSILING RISE,,,107,71,400000,https://www.srx.com.sg/listings/100615591/for-sale-marsiling-rise-marsiling-rise,28.0,3,2.0
Serangoon,HDB 3 Room,241,Serangoon Avenue 3,,Blk 241 Serangoon Avenue 3,,,64,61,400000,https://www.srx.com.sg/listings/100615301/for-sale-serangoon-avenue-3-serangoon-avenue-3,38.0,2,2.0
Natura Loft,HDB 4 Room,273B,Natura Loft,,Blk 273B Natura Loft,,,95,87,510000,https://www.srx.com.sg/listings/100212461/for-sale-natura-loft-rare-unit-on-sale,12.0,3,2.0
Hougang,HDB 4 Room,698A,Hougang Street 61,,Blk 698A Hougang Street 61,,,100,75,510000,https://www.srx.com.sg/listings/100195881/for-sale-hougang-street-61-698a-hougang-street-61,24.0,3,2.0
Dover,HDB 3 Room,1,Dover Road,,Blk 1 Dover Road,,,73,51,510000,https://www.srx.com.sg/listings/100247561/for-sale-dover-road-dover-road,48.0,2,2.0
SKYLINE I,HDB 4 Room,194A,SKYLINE I @ BUKIT BATOK,,Blk 194A SKYLINE I @ BUKIT BATOK,,,92,93,538000,https://www.srx.com.sg/listings/100615231/for-sale-skyline-i-bukit-batok-bukit-batok-west-avenue-6,6.0,3,2.0
Yishun,HDB 2 Room,675D,Yishun Avenue 4,,Blk 675D Yishun Avenue 4,,,47,94,538000,https://www.srx.com.sg/listings/100476461/for-sale-yishun-avenue-4-yishun-avenue-4,5.0,1,1.0
Tampines,HDB 4 Room,108,Tampines Street 11,,Blk 108 Tampines Street 11,,,107,60,538000,https://www.srx.com.sg/listings/100615211/for-sale-tampines-street-11-tampines-street-11,39.0,3,2.0
Corporation,HDB 4 Room,349,Corporation Drive,,Blk 349 Corporation Drive,,,102,73,638000,https://www.srx.com.sg/listings/100615191/for-sale-corporation-drive-corporation-drive,26.0,3,2.0
Punggol Walk,HDB 5 Room,310B,Punggol Walk,,Blk 310B Punggol Walk,,,112,92,638000,https://www.srx.com.sg/listings/100536461/for-sale-punggol-walk-showflat-condition-unblocked-view-privacy-and-ne,7.0,3,2.0
Yishun,HDB 3 Room,823,Yishun Street 81,,Blk 823 Yishun Street 81,,,64,68,638000,https://www.srx.com.sg/listings/100614931/for-sale-yishun-street-81-yishun-street-81,31.0,2,2.0
Ang Mo Kio,HDB 3 Room,440,Ang Mo Kio Avenue 10,,Blk 440 Ang Mo Kio Avenue 10,,,67,55,460000,https://www.srx.com.sg/listings/100536471/for-sale-ang-mo-kio-avenue-10-3-room-for-sale-in-ang-mo-kio-minutes-to-mrt,44.0,2,2.0
Joo Seng,HDB Executive,20,Joo Seng Road,,Blk 20 Joo Seng Road,,,146,64,460000,https://www.srx.com.sg/listings/100277781/for-sale-joo-seng-road-joo-seng-road,35.0,3,3.0
Eastbrook,HDB 4 Room,104D,Eastbrook @ Canberra,,Blk 104D Eastbrook @ Canberra,,,93,94,460000,https://www.srx.com.sg/listings/100404541/for-sale-eastbrook-canberra-104d-canberra-street,5.0,3,2.0
Sembawang,HDB 4 Room,413,Sembawang Drive,,Blk 413 Sembawang Drive,,,90,77,335000,https://www.srx.com.sg/listings/100429521/for-sale-sembawang-drive-sembawang-drive,22.0,3,2.0
Bukit Batok,HDB Executive,524,Bukit Batok Street 52,,Blk 524 Bukit Batok Street 52,,,146,63,335000,https://www.srx.com.sg/listings/100429511/for-sale-bukit-batok-street-52-bukit-batok-street-52,36.0,3,2.0
Choa Chu Kang,HDB 4 Room,459,Choa Chu Kang Avenue 4,,Blk 459 Choa Chu Kang Avenue 4,,,104,76,335000,https://www.srx.com.sg/listings/100429461/for-sale-choa-chu-kang-avenue-4-choa-chu-kang-avenue-4,23.0,3,2.0
