,Coordinates,FairpricePoints,HosPoints,MallPoints,MRTPoints,ParksPoints,PriSchPoints,SecSchPoints,TertairyPoints,UniPoints,Area,Location_Type,Link,floor_area_sqm,remaining_lease,Sale_Price,Location,Lease_Points,SQM_Points,Total_Points,History_Avg_Point,Percent
756,"1.3718301, 103.87573981562265",0.005318048118886685,0.0844870704306,0.003369501047839567,0.0,0.0013594048136664474,0.031434219155571375,0.026221369243348606,0.0,0.0,SERANGOON NORTH,HDB 5 ROOM,https://www.srx.com.sg/listings/100533901/for-sale-serangoon-north-avenue-4-beautifully-renovated-5rm-for-sale,73,121,379000,SERANGOON,0.05,0.025,0.22718961280991265,0.0,0.0
757,"1.371833, 103.8852711",0.011080308394976479,0.12863632858478447,0.006968295657168699,0.003796842931284618,0.0,0.03442740757427033,0.033688633566012885,0.0,0.0,HOUGANG,HDB 4 ROOM,https://www.srx.com.sg/listings/100183891/for-sale-hougang-avenue-8-hougang-avenue-8,63,104,520000,HOUGANG,0.05,0.02,0.2885978167084975,0.0,0.0
758,"1.3719551499999998, 103.85093236210528",0.004510943438905595,0.19091400192808475,0.019583962799024753,0.015469943012397814,0.006431141719217026,0.05357436726010241,0.0305621247672846,0.008379111195336516,0.0,ANG MO KIO,HDB 4 ROOM,https://www.srx.com.sg/listings/100030201/for-sale-ang-mo-kio-street-52-ang-mo-kio-street-52,79,91,870000,ANG MO KIO,0.05,0.025,0.40442559612035345,0.0,0.0
759,"1.37241715, 103.8876040216907",0.012312108587164493,0.13779942064714223,0.00754825868526431,0.005394210864037657,0.0,0.034640783723106805,0.03198347750420788,0.0,0.0,HOUGANG,HDB 4 ROOM,https://www.srx.com.sg/listings/100484621/for-sale-hougang-avenue-8-hougang-avenue-8,62,103,918000,HOUGANG,0.05,0.02,0.2996782600109234,0.0,0.0
760,"1.37262055, 103.9581631739301",0.004843470761887043,0.0604237044370746,0.006924482194021853,0.0030263013417903654,0.0015322005230721223,0.05404779293459905,0.038315920782140175,0.0,0.0,PASIR RIS,HDB EXECUTIVE,https://www.99.co/singapore/sale/property/463-pasir-ris-street-41-hdb-X6qXvAs8NK9dt3ANiLyrNG,68,143,818000,PASIR RIS,0.05,0.02,0.23911387297458522,0.20598052850161075,50.0
761,"1.3727536, 103.8523889",0.00321929246325042,0.19501627894077408,0.013827030207893073,0.010465784569666112,0.003057556554845141,0.058792730197860965,0.01908080368828262,0.004470020922339775,0.0,ANG MO KIO,HDB 3 ROOM,https://www.99.co/singapore/sale/property/588a-ang-mo-kio-street-52-hdb-Ku7bnzeYBSkKCjJNp87bUw,87,112,1138000,ANG MO KIO,0.05,0.025,0.38292949754491223,0.0,0.0
762,"1.3728451, 103.87632670833334",0.004013730370681871,0.08018381791207625,0.004262422939014922,0.0,0.001189591216326846,0.029882163048164632,0.025401801105631443,0.0,0.0,SERANGOON NORTH,HDB EXECUTIVE,https://www.srx.com.sg/listings/100540951/for-sale-serangoon-north-avenue-4-serangoon-north-avenue-4,68,146,550000,SERANGOON,0.05,0.02,0.21493352659189593,0.5755279989133512,18.672725479708184
763,"1.3729418500000001, 103.85288153569851",0.002942667054717774,0.21955704645787774,0.012583776120088588,0.009589989121809302,0.0026184193189190334,0.04866434137034388,0.018921437225282646,0.004444300669618271,0.0,ANG MO KIO,HDB 3 ROOM,https://www.99.co/singapore/sale/property/523-ang-mo-kio-avenue-5-hdb-RiooxVLA4unFx4q7k3Fyp3,56,68,390000,ANG MO KIO,0.03,0.02,0.36932197733865724,0.0,0.0
764,"1.3730980000000002, 103.87045474658501",0.004327008629720316,0.09268251080284022,0.0,0.0,0.0,0.008860693736789665,0.004809071123905799,0.0,0.0,SERANGOON NORTH,HDB 5 ROOM,https://www.srx.com.sg/listings/99688431/for-sale-serangoon-north-avenue-3-548-serangoon-north-avenue-3,72,119,720000,SERANGOON,0.05,0.025,0.185679284293256,0.0,0.0
765,"1.37313275, 103.87565106025046",0.004252718122391977,0.0842907853170184,0.0039129891992522444,0.0,0.0011360063006172166,0.04014637797293424,0.021384375260085808,0.0,0.0,SERANGOON NORTH,HDB EXECUTIVE,https://www.srx.com.sg/listings/100135011/for-sale-serangoon-north-avenue-4-serangoon-north-avenue-4,68,146,638888,SERANGOON,0.05,0.02,0.22512325217229986,0.5755279989133512,19.557975684706296
766,"1.3731529, 103.8906705719497",0.015287208868630782,0.11120793460713206,0.008301873300833786,0.009017776930689681,0.001074430649961698,0.039741771292845604,0.022670291759810553,0.0,0.0,HOUGANG,HDB 5 ROOM,https://www.srx.com.sg/listings/100663841/for-sale-hougang-avenue-6-521-hougang-avenue-6,63,121,560000,HOUGANG,0.05,0.02,0.2773012874099042,0.0,0.0
767,"1.3732091, 103.74554138889476",0.0021161818591841,0.06800269948129956,0.0021768309407964727,0.0,0.0,0.010685091740837399,0.0,0.0,0.0,CHOA CHU KANG,HDB 4 ROOM,https://www.99.co/singapore/sale/property/811b-choa-chu-kang-avenue-7-hdb-dkJ3N3nULMCsSgkWtr9Hfw,93,92,535000,CHOA CHU KANG,0.05,0.035,0.16798080402211754,0.0,0.0
768,"1.3733647, 103.88821347490706",0.013000272766927234,0.13105530899128426,0.008168148102092106,0.005509014140483121,0.0,0.04573738904505383,0.059865628983914,0.0,0.0,HOUGANG,HDB 5 ROOM,https://www.99.co/singapore/sale/property/504-hougang-avenue-8-hdb-B4mB9Ng6o2B4QKmtKoSADu,63,120,600000,HOUGANG,0.05,0.02,0.33333576202975457,0.0,0.0
769,"1.3733683499999998, 103.95356975520875",0.008322611800181777,0.05513980667356557,0.008257062187624306,0.006235602070786987,0.004080130221204561,0.02041684175282284,0.02833622496747302,0.0,0.0,PASIR RIS,HDB EXECUTIVE,https://www.srx.com.sg/listings/100290051/for-sale-pasir-ris-drive-6-pasir-ris-drive-6,66,152,560000,PASIR RIS,0.05,0.02,0.20078827967365906,0.20598052850161075,48.73962629727133
770,"1.3734236499999999, 103.87647228644643",0.0036047459666531056,0.07853293760020064,0.004795000851128774,0.0,0.001106142128330725,0.028111399442894612,0.023332727255766315,0.0,0.0,SERANGOON NORTH,HDB 5 ROOM,https://www.srx.com.sg/listings/100417661/for-sale-serangoon-north-avenue-4-serious-seller-high-floor-unblocked-view-all-rac,68,124,389000,SERANGOON,0.05,0.02,0.20948295324497415,0.0,0.0
771,"1.3734798499999998, 103.74694308599689",0.002217561458707979,0.06779566692420973,0.0,0.0,0.0,0.010312776987399547,0.0,0.0,0.0,CHOA CHU KANG,HDB 4 ROOM,https://www.srx.com.sg/listings/100323221/for-sale-choa-chu-kang-avenue-7-choa-chu-kang-avenue-7,93,93,1138000,CHOA CHU KANG,0.05,0.035,0.16532600537031725,0.0,0.0
772,"1.37349925, 103.96190263045702",0.0020475778585977308,0.03823868106728167,0.004610080501504922,0.0,0.0,0.03259695690575044,0.0253666349160474,0.0,0.0,PASIR RIS,HDB 4 ROOM,https://www.srx.com.sg/listings/100160611/for-sale-pasir-ris-drive-4-pasir-ris-drive-4,69,107,1100000,PASIR RIS,0.05,0.02,0.17285993124918217,0.0,0.0
773,"1.3735613500000001, 103.87909588018286",0.005241461624994106,0.0953303278431671,0.00873116308599279,0.0,0.0010488618913900376,0.027147844963300714,0.027501614389964936,0.0,0.0,HOUGANG,HDB 5 ROOM,https://www.srx.com.sg/listings/100640771/for-sale-hougang-street-92-hougang-street-92,74,121,820000,HOUGANG,0.05,0.025,0.24000127379880967,0.0,0.0
774,"1.3737875499999999, 103.74568185269084",0.0020141961088924565,0.10236200498262872,0.002226063681924752,0.0,0.0,0.011457475582820283,0.0,0.0,0.0,CHOA CHU KANG,HDB 4 ROOM,https://www.99.co/singapore/sale/property/811a-choa-chu-kang-avenue-7-hdb-jJnMxSMif86G3Nge8mknpk,93,92,586000,CHOA CHU KANG,0.05,0.035,0.20305974035626623,0.0,0.0
775,"1.37379075, 103.95542185",0.007154857770593546,0.046214244788840356,0.007125010139457398,0.004343323196770114,0.0023720734162794295,0.027304828703695282,0.056306359994923755,0.0,0.0,PASIR RIS,HDB 4 ROOM,https://www.srx.com.sg/listings/100227851/for-sale-pasir-ris-drive-6-pasir-ris-drive-6,65,103,500000,PASIR RIS,0.05,0.02,0.2208206980105599,0.0,0.0
776,"1.37379355, 103.95972645",0.002631934399714148,0.03687745243147618,0.00477655747098284,0.0,0.0011717464356781548,0.027412253828401685,0.045634753891925506,0.0,0.0,PASIR RIS,HDB 5 ROOM,https://www.99.co/singapore/sale/property/482-pasir-ris-drive-4-hdb-cTm2QJupxR4Pn6LcArvePa,65,120,650000,PASIR RIS,0.05,0.02,0.1885046984581785,0.0,0.0
777,"1.3738047500000001, 103.95773641455446",0.00553392907404031,0.04261011721009707,0.005520736156246288,0.003168768984407034,0.0015475018006891987,0.04281829052630699,0.03389003415243596,0.0,0.0,PASIR RIS,HDB 5 ROOM,https://www.srx.com.sg/listings/100165791/for-sale-pasir-ris-drive-6-pasir-ris-drive-6,65,123,1100000,PASIR RIS,0.05,0.02,0.20508937790422285,0.0,0.0
778,"1.3738735, 103.84593846951611",0.008461987080045195,0.1567615511087228,0.02825621136039458,0.005170410356832772,0.0016869471435349561,0.014202150038860377,0.03144560761270939,0.011965989354215511,0.0,ANG MO KIO,HDB 5 ROOM,https://www.srx.com.sg/listings/99006781/for-sale-ang-mo-kio-avenue-6-ang-mo-kio-avenue-6,56,119,630000,ANG MO KIO,0.05,0.02,0.3279508540553156,1.1105230333647547,14.765603422995333
779,"1.37389165, 103.93853659999999",0.002884453664337701,0.034414448381046736,0.0,0.0,0.0,0.023820276078023846,0.0,0.014983083286580724,0.0,PASIR RIS,HDB EXECUTIVE,https://www.srx.com.sg/listings/100560931/for-sale-pasir-ris-street-71-pasir-ris-street-71,72,143,668000,PASIR RIS,0.05,0.025,0.151102261409989,0.20598052850161075,36.67877311248073
780,"1.3739139, 103.87038257255855",0.0036975727307048544,0.08901531307924755,0.0,0.0,0.0,0.008452893343191561,0.004595748045333397,0.0,0.0,SERANGOON NORTH,HDB 4 ROOM,https://www.srx.com.sg/listings/100049831/for-sale-serangoon-north-avenue-3-serangoon-north-avenue-3,73,100,575000,SERANGOON,0.05,0.025,0.18076152719847735,0.0,0.0
781,"1.3740383, 103.87320760936032",0.0042632613587379005,0.08504493753602646,0.00275780159627275,0.0,0.0,0.024575971196855017,0.006651568128224206,0.0,0.0,SERANGOON NORTH,HDB EXECUTIVE,https://www.srx.com.sg/listings/100504441/for-sale-serangoon-north-avenue-4-huge-spacious,67,147,468000,SERANGOON,0.05,0.02,0.19329353981611633,0.5755279989133512,16.79271383677875
782,"1.37417975, 103.96250814512575",0.0020009245126609647,0.03557323047493423,0.0044186710636265,0.0,0.0,0.0278801024056729,0.016437124352440498,0.0,0.0,PASIR RIS,HDB EXECUTIVE,https://www.99.co/singapore/sale/property/236-pasir-ris-street-21-hdb-7to439eAGw3VACvZXC2XnE,69,146,790000,PASIR RIS,0.05,0.02,0.1563100528093351,0.20598052850161075,37.94291964060884
783,"1.3742298000000002, 103.93669867682132",0.0032833927225415422,0.021726769295931272,0.0,0.0,0.0,0.027868604531091974,0.0,0.015533717484620147,0.0,PASIR RIS,HDB 5 ROOM,https://www.srx.com.sg/listings/100147551/for-sale-pasir-ris-street-71-pasir-ris-street-71,72,125,780000,PASIR RIS,0.05,0.025,0.14341248403418494,0.0,0.0
784,"1.3745473000000001, 103.94313724473969",0.004703429653951969,0.06288999391573634,0.002605473400948545,0.004281648289040784,0.0,0.028855397643096976,0.0,0.006553312889546098,0.0,PASIR RIS,HDB 4 ROOM,https://www.srx.com.sg/listings/100178051/for-sale-pasir-ris-street-52-pasir-ris-street-52,69,106,770000,PASIR RIS,0.05,0.02,0.1798892557923207,0.0,0.0
785,"1.3748298, 103.95885115066406",0.003265714150506429,0.02570974358353901,0.003265714150506429,0.0,0.0012390475334171896,0.02112988838208417,0.029551032224088176,0.0,0.0,PASIR RIS,HDB 4 ROOM,https://www.srx.com.sg/listings/100661761/for-sale-pasir-ris-drive-4-pasir-ris-drive-4,68,105,599000,PASIR RIS,0.05,0.02,0.1541611400241414,0.0,0.0
786,"1.374855, 103.8874829",0.015049301737771836,0.15930032244736114,0.008848969989207204,0.004222371320390257,0.0,0.04320141121160913,0.0348853194446717,0.0,0.0,HOUGANG,HDB 5 ROOM,https://www.99.co/singapore/sale/property/698b-hougang-street-61-hdb-gPK5zsfdzSkgzw3JBmrKo7,75,120,680000,HOUGANG,0.05,0.025,0.3405076961510113,0.0,0.0
787,"1.3748559, 103.85021716364169",0.003724076058812304,0.1410300164095419,0.016714379900431686,0.005590725096487753,0.0021822776206097505,0.018593718062062746,0.03256349322029775,0.012548247659378786,0.0,ANG MO KIO,HDB 2 ROOM,https://www.99.co/singapore/sale/property/505-ang-mo-kio-avenue-8-hdb-DsLmgT7pw6pCpLguyepwKi,56,67,450000,ANG MO KIO,0.03,0.02,0.2829469340276227,0.0,0.0
788,"1.37517865, 103.90040326756557",0.00974902637374608,0.07812323924564708,0.002530422227485082,0.0,0.002433209081371543,0.00968933854016627,0.026838101314951998,0.0,0.0,UPPER SERANGOON CRESCENT,HDB 4 ROOM,https://www.99.co/singapore/sale/property/475d-upper-serangoon-crescent-hdb-TbDpFKLkaxgMUJzmf2d6nq,90,91,748888,SERANGOON,0.05,0.035,0.21436333678336802,0.0,0.0
789,"1.3752227000000001, 103.94737109222088",0.007408659689231635,0.06919111788466102,0.007281194909492842,0.009335612564347924,0.0014376016599937668,0.025371397472624378,0.0046050585281349945,0.0,0.0,PASIR RIS,HDB EXECUTIVE,https://www.srx.com.sg/listings/99984091/for-sale-pasir-ris-street-53-pasir-ris-street-53,71,146,700000,PASIR RIS,0.05,0.025,0.19963064270848654,0.20598052850161075,48.458619890113894
790,"1.37539645, 103.89469190748073",0.014839623857408238,0.18179674960987147,0.008357336215090366,0.008388013778104362,0.0023740671180323063,0.02909682044319849,0.015574484798719649,0.0,0.0,HOUGANG,HDB 5 ROOM,https://www.srx.com.sg/listings/97125791/for-sale-hougang-avenue-10-hougang-avenue-10,65,131,560000,HOUGANG,0.05,0.02,0.3304270958204249,0.0,0.0
791,"1.37561215, 103.94457069724515",0.0029987777733066394,0.06392249178382493,0.0029725568617682487,0.005045441488921728,0.001017156836832695,0.044537127527354205,0.0,0.005375724003217894,0.0,PASIR RIS,HDB EXECUTIVE,https://www.99.co/singapore/sale/property/510-pasir-ris-street-52-hdb-KQxdcMGxoJZd2BHUJjdnW4,69,146,949000,PASIR RIS,0.05,0.02,0.19586927627522635,0.20598052850161075,47.54558057017867
792,"1.37586315, 103.84009975237961",0.002165206700539286,0.0916345168440826,0.0068288511808286935,0.0069622305731515295,0.0,0.023385895969587844,0.021765746864574498,0.0054694472747481545,0.0,ANG MO KIO,HDB 3 ROOM,https://www.srx.com.sg/listings/100610631/for-sale-ang-mo-kio-avenue-4-ang-mo-kio-avenue-4,57,68,735000,ANG MO KIO,0.03,0.02,0.2082118954075126,0.0,0.0
793,"1.37605855, 103.9447920802827",0.0029697250733084555,0.06403181833606375,0.002938786500700425,0.005003609280565902,0.0010142094456338136,0.035870199771367114,0.0,0.005222459828524808,0.0,PASIR RIS,HDB EXECUTIVE,https://www.srx.com.sg/listings/100626901/for-sale-pasir-ris-street-52-pasir-ris-street-52,69,146,638888,PASIR RIS,0.05,0.02,0.18705080823616424,0.20598052850161075,45.40497337220433
794,"1.37624575, 103.87831840349372",0.004543052712329063,0.10593453134008164,0.014830153230083753,0.0,0.0,0.027584358516438465,0.02090466992021227,0.0,0.0,HOUGANG,HDB 5 ROOM,https://www.srx.com.sg/listings/100566991/for-sale-hougang-avenue-9-hougang-avenue-9,75,116,630000,HOUGANG,0.05,0.025,0.2487967657191452,0.0,0.0
795,"1.37628525, 103.90020626708908",0.012026522652245436,0.0690868096017769,0.0024264191507010146,0.0,0.003125497365600161,0.010836272916443021,0.02215332266806355,0.0,0.0,UPPER SERANGOON CRESCENT,HDB 4 ROOM,https://www.99.co/singapore/sale/property/475a-upper-serangoon-crescent-hdb-kD5gfV8QqKY9Lz5EuBWpZE,90,91,770000,SERANGOON,0.05,0.035,0.2046548443548301,0.0,0.0
796,"1.3763727000000001, 103.84207419040436",0.002528400179980355,0.07826570222906702,0.008228481478317604,0.0037247794581721227,0.0,0.01933651551988861,0.021497700916241883,0.012269145786900727,0.0,ANG MO KIO,HDB 3 ROOM,https://www.srx.com.sg/listings/99513751/for-sale-ang-mo-kio-avenue-5-ang-mo-kio-avenue-5,57,68,404800,ANG MO KIO,0.03,0.02,0.19585072556856828,0.0,0.0
797,"1.3764103, 103.8963176",0.013103852867151404,0.0,0.005936168172737904,0.007349523915788101,0.004757548167508646,0.0261522862102729,0.016786641504661838,0.0,0.0,HOUGANG,HDB 4 ROOM,https://www.srx.com.sg/listings/100078531/for-sale-hougang-avenue-10-no-extension-corner-unit-with-3-large-bedrooms-h,62,104,730000,HOUGANG,0.05,0.02,0.1440860208381208,0.0,0.0
798,"1.37641075, 103.90116731952452",0.013415157424471191,0.07481107525479468,0.004201515075052077,0.0,0.00243170695371702,0.009751104549745822,0.027121429856363753,0.0,0.0,UPPER SERANGOON CRESCENT,HDB 3 ROOM,https://www.99.co/singapore/sale/property/473c-upper-serangoon-crescent-hdb-LSdsWtxVLcTeuk5PnQof3n,93,67,460000,SERANGOON,0.03,0.035,0.19673198911414455,0.0,0.0
799,"1.3764135, 103.8895579",0.013009911633859237,0.12999004075359324,0.008404895388670258,0.007744361027316758,0.0010913053442154173,0.048411456272383004,0.023041268746327906,0.0,0.0,HOUGANG,HDB EXECUTIVE,https://www.99.co/singapore/sale/property/698c-hougang-street-52-hdb-sGpyxBNVY4yK3VSDMik5De,75,140,900000,HOUGANG,0.05,0.025,0.3066932391663658,0.2932187583041533,50.0
800,"1.37653195, 103.90124077739287",0.013704253960557536,0.07350931048018257,0.004199618054746161,0.0,0.0024126714727875035,0.009742926939159138,0.02639466515875448,0.0,0.0,HOUGANG PARKEDGE,HDB 3 ROOM,https://www.srx.com.sg/listings/99523051/for-sale-hougang-parkedge-upper-serangoon-crescent,93,68,855000,HOUGANG PARKEDGE,0.03,0.035,0.1949634460661874,0.0,0.0
801,"1.3765861, 103.74234124572746",0.0020240832507434324,0.06461547128996224,0.006664504060155391,0.0030134726669955028,0.0,0.03628143788298904,0.005272593914335047,0.0,0.0,CHOA CHU KANG,HDB 5 ROOM,https://www.99.co/singapore/sale/property/296c-choa-chu-kang-avenue-2-hdb-jfis8T2LBprSMC6QnETrt9,75,120,560000,CHOA CHU KANG,0.05,0.025,0.19287156306518066,0.0,0.0
802,"1.37659075, 103.88084210330027",0.003416696408903617,0.11472339166424997,0.015543373618198979,0.0,0.0,0.04293193754345761,0.035698999509089606,0.0,0.0,HOUGANG,HDB 4 ROOM,https://www.99.co/singapore/sale/property/927-hougang-street-91-hdb-kvBqJTaRN4yCQaVCMtvdHd,74,100,590000,HOUGANG,0.05,0.025,0.2873143987438998,0.0,0.0
803,"1.3766775500000001, 103.84016711967655",0.002059603713950065,0.07006346324258544,0.004539681425649457,0.007728889441802764,0.0,0.022879167350335197,0.01730062770347915,0.005850820062285609,0.0,ANG MO KIO,HDB 4 ROOM,https://www.srx.com.sg/listings/100644341/for-sale-ang-mo-kio-avenue-5-ang-mo-kio-avenue-5,57,93,800000,ANG MO KIO,0.05,0.02,0.20042225294008767,0.0,0.0
804,"1.3767260000000001, 103.84112121995105",0.0022368403041293904,0.07235022987001223,0.007176474860134093,0.007390617057028632,0.0,0.020907772428860494,0.014748938677139877,0.010984472877569804,0.0,ANG MO KIO,HDB 4 ROOM,https://www.srx.com.sg/listings/100547951/for-sale-ang-mo-kio-avenue-5-ang-mo-kio-avenue-5,57,93,450000,ANG MO KIO,0.05,0.02,0.2057953460748745,0.0,0.0
805,"1.3768123, 103.74766662985806",0.002077852229324093,0.06400698731750595,0.004108926485897427,0.0,0.0,0.01527798631029442,0.00464814836277514,0.0,0.0,CHOA CHU KANG,HDB 4 ROOM,https://www.srx.com.sg/listings/96136711/for-sale-choa-chu-kang-avenue-7-choa-chu-kang-avenue-7,93,93,515000,CHOA CHU KANG,0.05,0.035,0.17511990070579705,0.0,0.0
806,"1.3768774499999998, 103.94500414103697",0.0028068025268586086,0.06505028866982719,0.0027725309765566615,0.004706771318717116,0.0,0.024461321892018082,0.0,0.005045266669553671,0.0,PASIR RIS,HDB EXECUTIVE,https://www.99.co/singapore/sale/property/506-pasir-ris-street-52-hdb-DNq2o8HJsQW2DqKY2rPVbg,69,144,838000,PASIR RIS,0.05,0.02,0.17484298205353133,0.20598052850161075,42.44162866398415
807,"1.37699505, 103.94291172086997",0.004710145455078668,0.0897982661566004,0.002194631276203753,0.0036075596118682433,0.0,0.025962564305949315,0.0,0.007097739161875512,0.0,ELIAS,HDB EXECUTIVE,https://www.srx.com.sg/listings/100210561/for-sale-elias-road-elias-road,71,154,828000,PASIR RIS,0.05,0.025,0.20837090596757588,0.20598052850161075,50.0
808,"1.3771254, 103.8404386",0.0020405978968894662,0.06639266180546632,0.004515915002182844,0.008115830779180773,0.0,0.022106693602733107,0.013495955062769498,0.006280635969864844,0.0,ANG MO KIO,HDB 4 ROOM,https://www.srx.com.sg/listings/100600881/for-sale-ang-mo-kio-avenue-5-rare-high-floor-4-rm-with-utility-room,56,100,610000,ANG MO KIO,0.05,0.02,0.19294829011908687,0.0,0.0
809,"1.3775783, 103.88400924004702",0.005083522687947593,0.0934351484873831,0.010316285689076898,0.0,0.0,0.04750661339334049,0.03597340282655738,0.0,0.0,HOUGANG,HDB 5 ROOM,https://www.srx.com.sg/listings/100373361/for-sale-hougang-street-91-hougang-street-91,74,121,548888,HOUGANG,0.05,0.025,0.26731497308430546,0.0,0.0
810,"1.3776263, 103.75574498475866",0.0020583307499869945,0.017759409091105773,0.012984698160890836,0.0042290497503800345,0.0,0.0144835228461478,0.015719893074472604,0.004477245695116149,0.0,TECK WHYE LANE,HDB EXECUTIVE,https://www.srx.com.sg/listings/97668131/for-sale-teck-whye-lane-teck-whye-lane,55,148,940000,BUKIT PANJANG,0.05,0.02,0.1417121493681002,0.2509847115868499,28.231231390973115
811,"1.3776662499999999, 103.8793728501035",0.0025496533861979684,0.10289982870099457,0.01309453202545266,0.0,0.0,0.035693030718355556,0.022566830138372834,0.0,0.0,HOUGANG,HDB EXECUTIVE,https://www.srx.com.sg/listings/100276631/for-sale-hougang-street-91-hougang-street-91,75,137,649000,HOUGANG,0.05,0.025,0.2518038749693736,0.2932187583041533,42.937886447936535
812,"1.37792375, 103.93583951246532",0.009942552040629432,0.052252770359073504,0.0,0.0,0.0,0.028345582112852704,0.0,0.013403506592923225,0.0,PASIR RIS,HDB 5 ROOM,https://www.srx.com.sg/listings/100663891/for-sale-pasir-ris-street-71-5i-127-sqm-well-renovated-blk-740-pasir-ris,72,127,690000,PASIR RIS,0.05,0.025,0.17894441110547885,0.0,0.0
813,"1.37796525, 103.88696274386824",0.01118178954884659,0.14064505626799645,0.016731671301109394,0.0033718182897755954,0.0,0.05282953915949838,0.021272886640677162,0.0,0.0,HOUGANG,HDB 4 ROOM,https://www.99.co/singapore/sale/property/575-hougang-street-51-hdb-gBLABENbM2BwdSTtiSqaGD,73,99,550000,HOUGANG,0.05,0.025,0.3210327612079036,0.0,0.0
814,"1.37807085, 103.94067543669638",0.0038091123355603403,0.08443407176746118,0.0,0.0,0.0,0.036929761563550774,0.0,0.010772947987973803,0.0,PASIR RIS,HDB 4 ROOM,https://www.srx.com.sg/listings/100446431/for-sale-pasir-ris-drive-3-pasir-ris-drive-3,71,104,298000,PASIR RIS,0.05,0.025,0.2109458936545461,0.0,0.0
815,"1.3780795, 103.7646934",0.0022045464172662354,0.09486957340787414,0.031832560196110096,0.012642713541887828,0.0,0.021831317943751597,0.01260400007995994,0.0,0.0,JELEBU,HDB 5 ROOM,https://www.srx.com.sg/listings/100277061/for-sale-jelebu-road-jelebu-road,79,111,649000,BUKIT PANJANG,0.05,0.025,0.2509847115868499,0.0,0.0
816,"1.378092, 103.74309384427048",0.002488405387506133,0.07001224014237453,0.006525717845761566,0.0036813240114236317,0.0,0.04418764057121721,0.005773150917899947,0.0,0.0,CHOA CHU KANG,HDB 4 ROOM,https://www.srx.com.sg/listings/100251751/for-sale-choa-chu-kang-avenue-2-choa-chu-kang-avenue-2,75,10,730000,CHOA CHU KANG,0.005,0.025,0.16266847887618302,0.0,0.0
817,"1.3782625, 103.75645248809118",0.0022978857068131444,0.02382926438889064,0.01821484433635051,0.00483496611572838,0.0,0.011416346887287012,0.016661427673697764,0.004720282994758221,0.0,JALAN TECK WHYE,HDB 4 ROOM,https://www.srx.com.sg/listings/100062471/for-sale-jalan-teck-whye-corner-unit,74,102,500000,CHOA CHU KANG,0.05,0.025,0.15697501810352568,0.0,0.0
818,"1.37838585, 103.74991723184515",0.002174875226528305,0.07420143817868392,0.005071035122445238,0.00302986182973315,0.0,0.02050024565540685,0.011759308718167008,0.004428959979240859,0.0,TECK WHYE LANE,HDB 5 ROOM,https://www.srx.com.sg/listings/100602101/for-sale-teck-whye-lane-teck-whye-lane,65,121,555000,BUKIT PANJANG,0.05,0.02,0.19116572471020535,0.0,0.0
819,"1.37841705, 103.88799940392622",0.010882918663943971,0.1762162143099477,0.02396418181946399,0.006926426369392846,0.0,0.04303598027358056,0.018824920400768826,0.0,0.0,HOUGANG,HDB 4 ROOM,https://www.srx.com.sg/listings/100546161/for-sale-hougang-street-51-hougang-street-51,73,101,648000,HOUGANG,0.05,0.025,0.3548506418370979,0.0,0.0
820,"1.3784542, 103.75565597692308",0.002220069683406573,0.023218704587957398,0.018647283169839064,0.004245174902164712,0.0,0.015852505383722054,0.01727426684097795,0.00499014686751817,0.0,TECK WHYE LANE,HDB 5 ROOM,https://www.99.co/singapore/sale/property/14-teck-whye-lane-hdb-fHYRPy8Seqe4FUFqngjDH7,55,118,499999,BUKIT PANJANG,0.05,0.02,0.1564481514355859,0.0,0.0
821,"1.3785329000000002, 103.75094833023107",0.0020418821919636035,0.047161933581707935,0.005512819223531277,0.0,0.0,0.018738342609888402,0.012928231711187146,0.004776512590521272,0.0,TECK WHYE LANE,HDB 3 ROOM,https://www.srx.com.sg/listings/100166961/for-sale-teck-whye-lane-blk-114-teck-whye-lane-3a-for-sale-high-floor-un,65,73,620000,BUKIT PANJANG,0.035,0.02,0.14615972190879964,0.0,0.0
822,"1.37854125, 103.90084947377572",0.011017399094554634,0.06507856389848946,0.0026738941488197512,0.0,0.002759492853605789,0.011396796305999296,0.023449203506165854,0.0,0.0,UPPER SERANGOON CRESCENT,HDB 5 ROOM,https://www.99.co/singapore/sale/property/470c-upper-serangoon-crescent-hdb-nqorgZWwtfuZHDWaTvGqCd,91,112,680000,SERANGOON,0.05,0.035,0.2013753498076348,0.0,0.0
823,"1.3785469, 103.7644873",0.0023501871791289665,0.11404575925249436,0.041831279455643536,0.010728991101951054,0.0,0.021892944535547847,0.010988756438587415,0.0,0.0,JELEBU,HDB 5 ROOM,https://www.99.co/singapore/sale/property/181-jelebu-road-hdb-RumrUbM9DqK7fKxAoVVKR7,79,111,850000,BUKIT PANJANG,0.05,0.025,0.27683791796335316,0.0,0.0
824,"1.3786416, 103.766695",0.0020078533866893103,0.07721803229076633,0.021029357749355545,0.005735932552482706,0.0,0.031275043133515076,0.012823815953984404,0.0,0.0,GANGSA,HDB 4 ROOM,https://www.srx.com.sg/listings/100439781/for-sale-gangsa-road-4room-high-floor-unblocked-unit,73,101,388888,BUKIT PANJANG,0.05,0.025,0.2250900350667934,0.0,0.0
