,Coordinates,FairpricePoints,HosPoints,MallPoints,MRTPoints,ParksPoints,PriSchPoints,SecSchPoints,TertairyPoints,UniPoints,Area,Location_Type,Link,floor_area_sqm,remaining_lease,Sale_Price,Location,Lease_Points,SQM_Points,Total_Points,History_Avg_Point,Percent
310,"1.3320678, 103.8436817",0.0025154057727755906,0.15568789651111678,0.00974499520293751,0.007534287813228405,0.001985856300498008,0.03310151441424533,0.034903840057079014,0.0,0.0,LORONG 1 TOA PAYOH,HDB 3 ROOM,https://www.99.co/singapore/sale/property/168-lorong-1-toa-payoh-hdb-aLoPjYJSw5rFd7MjfQdj4J,48,64,385000,TOA PAYOH,0.03,0.02,0.2954737960718806,0.0,0.0
311,"1.3323523499999999, 103.91176920171824",0.002062812180174961,0.028574505825506642,0.0,0.01054248755832958,0.0,0.029179365867293576,0.006083859587998837,0.0,0.0,BEDOK RESERVOIR,HDB 4 ROOM,https://www.srx.com.sg/listings/100206581/for-sale-bedok-reservoir-road-bedok-reservoir-road,63,84,708888,BEDOK,0.04,0.02,0.1364430310193036,0.0,0.0
312,"1.3324045, 103.92886485848692",0.002503006846494536,0.11889104740586309,0.007325484501952967,0.008003517409490584,0.002029986276213692,0.02831780444958693,0.009085925209115449,0.0,0.0,BEDOK NORTH,HDB 2 ROOM,https://www.srx.com.sg/listings/100660301/for-sale-bedok-north-avenue-2-bedok-north-avenue-2,55,42,450000,BEDOK,0.02,0.02,0.21615677209871723,0.0,0.0
313,"1.33305485, 103.92466155252279",0.0020460903121338365,0.17530497550430418,0.0021071802798752603,0.004128299465062277,0.004650985365587046,0.021922345106584577,0.014957196477406592,0.0,0.0,BEDOK NORTH,HDB 3 ROOM,https://www.srx.com.sg/listings/100618841/for-sale-bedok-north-street-3-bedok-north-street-3,62,69,358000,BEDOK,0.035,0.02,0.2801170725109538,0.0,0.0
314,"1.3336705, 103.84564568462469",0.003260490781669111,0.24238549123520717,0.010166231848516769,0.011629634147528734,0.002372915316404321,0.029001794206234166,0.01210759054352625,0.0,0.0,TOA PAYOH SAPPHIRE,HDB 5 ROOM,https://www.srx.com.sg/listings/100579131/for-sale-toa-payoh-sapphire-lorong-2-toa-payoh,75,124,445000,TOA PAYOH,0.05,0.025,0.3859241480790865,1.6668574632507493,11.576399199918601
315,"1.33372315, 103.85738094500894",0.006403852535135685,0.10619322299418955,0.0,0.006844312694934485,0.0,0.019188048225774558,0.0,0.0,0.0,TOA PAYOH EAST,HDB 3 ROOM,https://www.srx.com.sg/listings/100334611/for-sale-toa-payoh-east-toa-payoh-east,47,67,850000,TOA PAYOH,0.03,0.02,0.18862943645003427,0.0,0.0
316,"1.33377475, 103.86622356389049",0.01205550848563836,0.06799588687756875,0.005640839044823539,0.011545099910047683,0.0,0.01410731790575499,0.017929423281878756,0.010866153773432793,0.0,POTONG PASIR,HDB 3 ROOM,https://www.srx.com.sg/listings/99645951/for-sale-potong-pasir-avenue-3-high-floor-very-original-condition,60,74,600000,TOA PAYOH,0.035,0.02,0.19514022927914487,0.0,0.0
317,"1.33378855, 103.72410629752123",0.013010047711836635,0.06684609341504398,0.005275166478382217,0.0,0.005939444860253373,0.004715661513224582,0.014449240691605893,0.0,0.0,HO CHING,HDB 3 ROOM,https://www.srx.com.sg/listings/100497971/for-sale-ho-ching-road-ho-ching-road,47,67,898000,JURONG WEST,0.03,0.02,0.16023565467034667,0.0,0.0
318,"1.33388255, 103.72331618260563",0.015864615426267804,0.08112312496119875,0.006869393457232038,0.0,0.004324664183082818,0.0051757996245311595,0.014223332837808968,0.0,0.0,HO CHING,HDB 3 ROOM,https://www.srx.com.sg/listings/100275831/for-sale-ho-ching-road-ho-ching-road,46,68,438000,JURONG WEST,0.03,0.02,0.17758093049012152,0.0,0.0
319,"1.333942, 103.8480824",0.005144198476411073,0.0,0.010747422657432976,0.011090057599123113,0.002773076574150345,0.02612890618738165,0.01072417395183729,0.0,0.0,TOA PAYOH CENTRAL,HDB 3 ROOM,https://www.srx.com.sg/listings/100379231/for-sale-toa-payoh-central-toa-payoh-central,48,67,738000,TOA PAYOH,0.03,0.02,0.11660783544633645,0.0,0.0
320,"1.3341569, 103.84592250603592",0.003299313722777805,0.2679624952031776,0.009725377730074843,0.011875324722872883,0.0022299952958051276,0.029289391200861842,0.010534467858727792,0.0,0.0,LORONG 2 TOA PAYOH,HDB 5 ROOM,https://www.srx.com.sg/listings/100240301/for-sale-lorong-2-toa-payoh-lorong-2-toa-payoh,82,110,560000,TOA PAYOH,0.05,0.025,0.40991636573429796,1.6668574632507493,12.296083341609434
321,"1.3341725, 103.8469038",0.003912509835105207,0.3496791963524887,0.008851505661636516,0.012600948485618244,0.0024697635035159523,0.024327664028594768,0.008317973748543516,0.0,0.0,TOA PAYOH CENTRAL,HDB 3 ROOM,https://www.99.co/singapore/sale/property/183-toa-payoh-central-hdb-S9VLLMHSSqPfZCvJGUJvS3,48,64,468000,TOA PAYOH,0.03,0.02,0.460159561615503,0.0,0.0
322,"1.3342282, 103.93982195090473",0.008999734849663214,0.07054288073368167,0.0,0.004307514766515004,0.0,0.04461537449045542,0.030866470034921732,0.0,0.0,BEDOK NORTH,HDB 5 ROOM,https://www.srx.com.sg/listings/100592121/for-sale-bedok-north-avenue-4-98-bedok-north-avenue-4,54,123,738888,BEDOK,0.05,0.02,0.22933197487523702,0.3158236088464499,36.30697143143846
323,"1.3343101, 103.8517542",0.011346075496793229,0.25831103600044164,0.006338240303716882,0.012843449508069624,0.0017269368083161713,0.01930314334472774,0.004800862803918621,0.0,0.0,LORONG 4 TOA PAYOH,HDB 3 ROOM,https://www.srx.com.sg/listings/100206341/for-sale-lorong-4-toa-payoh-lorong-4-toa-payoh,49,62,468000,TOA PAYOH,0.03,0.02,0.36466974426598386,0.0,0.0
324,"1.33453395, 103.86643904692839",0.00881848337303884,0.06504700479467494,0.004958427478584584,0.011204627861915298,0.0,0.010805287369711085,0.01504177483568335,0.010211225292767547,0.0,POTONG PASIR,HDB 3 ROOM,https://www.99.co/singapore/sale/property/134-potong-pasir-avenue-3-hdb-UoAWVz2QxsW5LTWvNknT5A,60,73,480000,TOA PAYOH,0.035,0.02,0.18108683100637563,0.0,0.0
325,"1.33461305, 103.84857618885223",0.004966545111929162,0.4656387117399762,0.008635674335948883,0.011232523084246677,0.0022737580845166995,0.0238729018546529,0.010406392944906022,0.0,0.0,TOA PAYOH CENTRAL,HDB 5 ROOM,https://www.srx.com.sg/listings/100299321/for-sale-toa-payoh-central-toa-payoh-central,85,110,700000,TOA PAYOH,0.05,0.025,0.6020265071561764,1.6668574632507493,18.05872788852889
326,"1.3346296, 103.8557810711986",0.007573329674546104,0.18818087393097843,0.0022818734400937048,0.008230010989553154,0.0010319044476493325,0.024704119241078595,0.0045143395260312065,0.0,0.0,LORONG 5 TOA PAYOH,HDB 5 ROOM,https://www.srx.com.sg/listings/100164931/for-sale-lorong-5-toa-payoh-lorong-5-toa-payoh,73,119,588000,TOA PAYOH,0.05,0.025,0.31151645124993055,1.6668574632507493,9.344423807012356
327,"1.3346464999999998, 103.8463962493617",0.003407094016556535,0.3299724290790875,0.007478694055722005,0.012207581814092785,0.002111206486024931,0.0303712372885832,0.012916323039187145,0.0,0.0,LORONG 2 TOA PAYOH,HDB 4 ROOM,https://www.srx.com.sg/listings/100585951/for-sale-lorong-2-toa-payoh-lorong-2-toa-payoh,82,86,365000,TOA PAYOH,0.04,0.025,0.4634645657792541,0.9323357730268892,24.855024294229644
328,"1.3346534, 103.8474571936961",0.004059133375154016,0.38698134086811603,0.008272344107986402,0.012997732151644976,0.002253673388174128,0.02609690450998869,0.011350514615199668,0.0,0.0,TOA PAYOH CENTRAL,HDB 4 ROOM,https://www.99.co/singapore/sale/property/79a-toa-payoh-central-hdb-feQYbVD6CMiCHH4ywG5pGB,85,75,880000,TOA PAYOH,0.035,0.025,0.5120116430162639,0.9323357730268892,27.45854325389578
329,"1.3346578, 103.84816089390364",0.004581413731645337,0.42241133331166425,0.008532029769813976,0.010707337004073579,0.0022704022710559094,0.025053856009456126,0.010714340605470198,0.0,0.0,TOA PAYOH CENTRAL,HDB 4 ROOM,https://www.99.co/singapore/sale/property/79b-toa-payoh-central-hdb-ksZmYFdNpZSQLqPpjzY6V9,85,91,888000,TOA PAYOH,0.05,0.025,0.5592707127031794,0.9323357730268892,29.992987981543944
330,"1.3349051, 103.87943952124174",0.00573208577805617,0.05272721644040567,0.0,0.009460733628005194,0.0,0.009242661779749719,0.01745667143384868,0.0,0.0,JOO SENG,HDB 2 ROOM,https://www.99.co/singapore/sale/property/9-joo-seng-road-hdb-AucyrHsu3qaRgdFvX25dxj,93,68,580000,SERANGOON,0.03,0.035,0.15961936906006544,0.0,0.0
331,"1.3349108, 103.85513794716923",0.0078030340603563435,0.15904425998255667,0.0024300655786605504,0.008868330194701846,0.001085384190479497,0.02661120752410643,0.004830546055971952,0.0,0.0,LORONG 5 TOA PAYOH,HDB 4 ROOM,https://www.srx.com.sg/listings/99741791/for-sale-lorong-5-toa-payoh-an-extremely-wellkept-4rm-in-a-convenient-location,73,102,730000,TOA PAYOH,0.05,0.025,0.28567282758683327,0.9323357730268892,15.320276012759743
332,"1.3350496, 103.851787",0.008126914400644,0.0,0.0038359508632456116,0.012172728334750776,0.0015595597961416262,0.02091837789615915,0.005326921910104846,0.0,0.0,LORONG 4 TOA PAYOH,HDB 3 ROOM,https://www.srx.com.sg/listings/100676021/for-sale-lorong-4-toa-payoh-3rm-with-utility-room-unit-for-sale,45,64,750000,TOA PAYOH,0.03,0.02,0.10194045320104601,0.0,0.0
333,"1.335076, 103.8800674",0.0073638678478957584,0.055629886727920005,0.0,0.009804321558407374,0.0,0.009231260515104457,0.01711189607037482,0.0,0.0,JOO SENG,HDB 5 ROOM,https://www.99.co/singapore/sale/property/10-joo-seng-road-hdb-WHBYgypEekURstFxoH4Tid,59,119,750000,SERANGOON,0.05,0.02,0.1691412327197024,0.0,0.0
334,"1.3352468, 103.8804727",0.0070711025444453405,0.05060982861154116,0.0,0.010035295872975735,0.0,0.00920117328406319,0.017047844862931753,0.0,0.0,JOO SENG,HDB 5 ROOM,https://www.srx.com.sg/listings/100617821/for-sale-joo-seng-road-joo-seng-road,64,120,600000,SERANGOON,0.05,0.02,0.1639652451759572,0.0,0.0
335,"1.33535855, 103.69941433778847",0.002513570685923122,0.09153966451997839,0.005187020150333305,0.014120015169787357,0.001018751739229187,0.03171762837252594,0.01668389387519284,0.0,0.0,JURONG WEST,HDB EXECUTIVE,https://www.srx.com.sg/listings/100058001/for-sale-jurong-west-street-61-jurong-west-street-61,78,133,500000,JURONG WEST,0.05,0.025,0.23778054451297012,0.0,0.0
336,"1.3355161, 103.6998071973025",0.002666665285730299,0.08024344636371351,0.005341551145917743,0.013968221731253973,0.0010697570079603587,0.03454297387112074,0.018671020376906378,0.0,0.0,JURONG WEST,HDB EXECUTIVE,https://www.srx.com.sg/listings/100586361/for-sale-jurong-west-street-61-jurong-west-street-61,78,132,780000,JURONG WEST,0.05,0.025,0.231503635782603,0.0,0.0
337,"1.3357219, 103.8566962",0.009000439777704136,0.2476005247666524,0.0,0.007478184625791858,0.0,0.028526094990759043,0.004793703434444343,0.0,0.0,LORONG 7 TOA PAYOH,HDB 3 ROOM,https://www.srx.com.sg/listings/100428531/for-sale-lorong-7-toa-payoh-tastefully-renovated-101-move-in-zero-renovatio,46,66,418888,TOA PAYOH,0.03,0.02,0.34739894759535184,0.0,0.0
338,"1.3358626, 103.93774982535986",0.0061704642463161425,0.06038965363935408,0.0,0.006505515538512975,0.0,0.03173437766838232,0.03039363441473186,0.0,0.0,BEDOK RESERVOIR VIEW,HDB 4 ROOM,https://www.srx.com.sg/listings/100269111/for-sale-bedok-reservoir-view-bedok-reservoir-view,76,107,950000,BEDOK RESERVOIR VIEW,0.05,0.025,0.21019364550729738,0.0,0.0
339,"1.3359222499999999, 103.69729783785232",0.0020626397130290002,0.10889266767446613,0.005175971543223811,0.018600829658631777,0.0,0.027605656535838928,0.011452654940068325,0.0,0.0,JURONG WEST,HDB 5 ROOM,https://www.srx.com.sg/listings/100302711/for-sale-jurong-west-street-61-jurong-west-street-61,78,110,420000,JURONG WEST,0.05,0.025,0.248790420065258,0.0,0.0
340,"1.33625915, 103.84479339983885",0.0023930038266261593,0.25703473481390493,0.003113441651297135,0.011995527498913867,0.0014014167243997472,0.027749546283725248,0.014059039907859462,0.0,0.0,LORONG 1A TOA PAYOH,HDB 5 ROOM,https://www.99.co/singapore/sale/property/138c-lorong-1a-toa-payoh-hdb-DQVXS5yd46b3gccqyiEsh9,88,109,1100000,LORONG 1A TOA PAYOH,0.05,0.025,0.3927467107067265,0.0,0.0
341,"1.3362759, 103.84392304992943",0.002182768731396169,0.22365476868392764,0.002822334778594008,0.012215317076634723,0.0013020910610275908,0.02650763775538289,0.01492728446951867,0.0,0.0,LORONG 1A TOA PAYOH,HDB 5 ROOM,https://www.99.co/singapore/sale/property/139a-lorong-1a-toa-payoh-hdb-a24kUr9gnsd8sGgxmkPwdV,88,113,1300000,LORONG 1A TOA PAYOH,0.05,0.025,0.3586122025564817,0.0,0.0
342,"1.3362957, 103.84938751260799",0.006042824021142152,0.2725747665846418,0.0038904283829764943,0.011818057783788898,0.001559949739421213,0.032284313562421695,0.014897118525001913,0.0,0.0,LORONG 4 TOA PAYOH,HDB 3 ROOM,https://www.srx.com.sg/listings/100164881/for-sale-lorong-4-toa-payoh-lorong-4-toa-payoh,48,78,480000,TOA PAYOH,0.035,0.02,0.3980674585993942,0.0,0.0
343,"1.336318, 103.8507168335468",0.006637573939037413,0.2383650074187147,0.00353565376427871,0.012746802026018071,0.001441192560058451,0.027308281768142192,0.014764559791079636,0.0,0.0,LORONG 4 TOA PAYOH,HDB 5 ROOM,https://www.srx.com.sg/listings/97598751/for-sale-lorong-4-toa-payoh-rare-toa-payoh-120-sqm-flat,75,120,499000,TOA PAYOH,0.05,0.025,0.3797990712673292,1.6668574632507493,11.39266792874524
344,"1.33634535, 103.85110666152791",0.006767061294215585,0.23073124351305557,0.0033954727511398284,0.012827188454383088,0.0013957472381467117,0.02304615958608499,0.010744891817019714,0.0,0.0,LORONG 4 TOA PAYOH,HDB 4 ROOM,https://www.srx.com.sg/listings/100414571/for-sale-lorong-4-toa-payoh-lorong-4-toa-payoh,73,100,538000,TOA PAYOH,0.05,0.025,0.3639077646540455,0.9323357730268892,19.51591771881685
345,"1.33636455, 103.85406212647864",0.00808896708908248,0.1599289536841409,0.0024762064369868966,0.010290220511366034,0.0010840976926007268,0.03309548550702177,0.006302290671545333,0.0,0.0,LORONG 5 TOA PAYOH,HDB 5 ROOM,https://www.srx.com.sg/listings/100307051/for-sale-lorong-5-toa-payoh-lorong-5-toa-payoh,69,121,850000,TOA PAYOH,0.05,0.02,0.2912662215927441,1.6668574632507493,8.736986455479794
346,"1.33647175, 103.72324274279411",0.009674367740051029,0.041133051996224634,0.005679871389130042,0.003281854095420483,0.003675841135422276,0.006449276919468623,0.011818755243694242,0.0,0.0,TAH CHING,HDB 5 ROOM,https://www.srx.com.sg/listings/98384801/for-sale-tah-ching-road-tah-ching-road,73,120,1668000,JURONG WEST,0.05,0.025,0.15671301851941136,0.0,0.0
347,"1.33653465, 103.70461196694787",0.005935227834439107,0.11736973137793719,0.005935227834439107,0.01846624759789757,0.002553244510030054,0.01297891229696733,0.024217025107461924,0.0,0.0,JURONG WEST,HDB 4 ROOM,https://www.srx.com.sg/listings/100553881/for-sale-jurong-west-street-64-jurong-west-street-64,77,91,768000,JURONG WEST,0.05,0.025,0.26245561655917227,0.0,0.0
348,"1.33672035, 103.7236634493268",0.008655075402685616,0.03769345833680339,0.004926351870289045,0.003307767571845909,0.0038635020199604833,0.006094741149163333,0.011601212725271181,0.0,0.0,TAH CHING,HDB 5 ROOM,https://www.srx.com.sg/listings/100554531/for-sale-tah-ching-road-5i-119-sqm-4-bedrooms-323-tah-ching-rd,73,119,900000,JURONG WEST,0.05,0.025,0.15114210907601897,0.0,0.0
349,"1.3368721, 103.8538053",0.00798330851429012,0.18295975546560045,0.002428449556397832,0.010922840956219496,0.0010614979244578553,0.03291102469514982,0.01112493797473891,0.0,0.0,LORONG 6 TOA PAYOH,HDB 3 ROOM,https://www.srx.com.sg/listings/100267501/for-sale-lorong-6-toa-payoh-blk-47-lorong-6-toa-payoh-3-room-for-sale,45,58,518000,TOA PAYOH,0.025,0.02,0.2943918150868545,0.0,0.0
350,"1.33697205, 103.724655730069",0.007254988348614627,0.03270521932814956,0.003902809709295219,0.0032107329739846733,0.004249821055459025,0.005285451372603141,0.010951215007734487,0.0,0.0,TAH CHING,HDB 5 ROOM,https://www.srx.com.sg/listings/100631171/for-sale-tah-ching-road-tah-ching-road,73,121,950000,JURONG WEST,0.05,0.025,0.14256023779584073,0.0,0.0
351,"1.33713415, 103.85259226670964",0.007031603713676636,0.20326674709755096,0.0026507227322183947,0.013090374311548362,0.0011377824071176583,0.026171304270465177,0.012220070832642049,0.0,0.0,LORONG 5 TOA PAYOH,HDB 5 ROOM,https://www.srx.com.sg/listings/100674611/for-sale-lorong-5-toa-payoh-lorong-5-toa-payoh,69,124,450000,TOA PAYOH,0.05,0.02,0.3355686053652192,1.6668574632507493,10.065905836686975
352,"1.33776285, 103.8525045974346",0.0067812618681890174,0.1984191966994751,0.002483328747032686,0.01484144854326867,0.0010736360706738897,0.030503279221716473,0.013812233435522122,0.0,0.0,LORONG 6 TOA PAYOH,HDB 3 ROOM,https://www.srx.com.sg/listings/99458371/for-sale-lorong-6-toa-payoh-lorong-6-toa-payoh,59,63,538888,TOA PAYOH,0.03,0.02,0.31791438458587795,0.0,0.0
353,"1.3378836, 103.74662028591035",0.0024654945208384144,0.06775204086589787,0.014395390983573321,0.004187357320938943,0.0,0.004760616350962222,0.0051149719038314865,0.0,0.0,TOH GUAN,HDB EXECUTIVE,https://www.srx.com.sg/listings/100342761/for-sale-toh-guan-road-toh-guan-road,74,145,350000,JURONG EAST,0.05,0.025,0.17367587194604225,0.256236288348369,33.8897884186332
354,"1.33804465, 103.74226093601044",0.004126725818292349,0.10000964529470768,0.01496027312634929,0.005465051612829994,0.0,0.013153461931401562,0.006227543042608727,0.0,0.0,JURONG EAST,HDB 4 ROOM,https://www.srx.com.sg/listings/100362171/for-sale-jurong-east-street-21-jurong-east-street-21,59,95,450000,JURONG EAST,0.05,0.02,0.21394270082618957,0.0,0.0
355,"1.3380570999999999, 103.69657434885107",0.0020448812716436773,0.11862462809192124,0.006922395144952158,0.022563038511974297,0.0,0.03349068878748568,0.01572491088960353,0.0,0.0,JURONG WEST,HDB 5 ROOM,https://www.99.co/singapore/sale/property/650a-jurong-west-street-61-hdb-UyFJzxGhGLBPs8y6RScb3Y,76,109,620000,JURONG WEST,0.05,0.025,0.2743705426975806,0.0,0.0
356,"1.33830865, 103.7034111208761",0.008205389622622771,0.15999676329861695,0.010735571852374023,0.019547644020706845,0.0019912401890445084,0.02159287268938605,0.024082301722717234,0.0,0.0,JURONG WEST,HDB 4 ROOM,https://www.srx.com.sg/listings/100497851/for-sale-jurong-west-street-64-jurong-west-street-64,76,91,585000,JURONG WEST,0.05,0.025,0.3211517833954684,0.0,0.0
357,"1.33839815, 103.7461525399392",0.0025005906843425002,0.07249824620657391,0.013457652386486656,0.0041207499773986255,0.0,0.005239600261485574,0.00566675464819855,0.0,0.0,TOH GUAN,HDB EXECUTIVE,https://www.srx.com.sg/listings/98811021/for-sale-toh-guan-road-toh-guan-road,74,143,499999,JURONG EAST,0.05,0.025,0.1784835941644858,0.256236288348369,34.8279307577673
358,"1.3384817999999998, 103.85707579485924",3499.7375254838817,0.12914626436046606,0.0,0.0044684195734236085,0.0,0.034309647509905505,0.006172730105191938,0.0,0.0,LORONG 7 TOA PAYOH,HDB 5 ROOM,https://www.99.co/singapore/sale/property/6-lorong-7-toa-payoh-hdb-TkfuKsfrMGeHQdbQLnPhRH,74,120,780000,TOA PAYOH,0.05,0.025,3499.986622545431,1.6668574632507493,50.0
359,"1.3385962999999999, 103.85796515002633",0.020064072224818413,0.09562357255138583,0.0,0.003918768900229072,0.0,0.02624305978143114,0.005514953592246733,0.0,0.0,LORONG 8 TOA PAYOH,HDB 5 ROOM,https://www.99.co/singapore/sale/property/234-lorong-8-toa-payoh-hdb-S7gz3gVZozhpmPmvC3NPsb,52,151,1280000,TOA PAYOH,0.05,0.02,0.2213644270501112,1.6668574632507493,6.640172658146799
360,"1.338714, 103.85920481944444",0.008400687076777137,0.06888887668518476,0.0,0.0033354113084907502,0.0,0.018957373785637728,0.004746026988243605,0.0,0.0,LORONG 8 TOA PAYOH,HDB 5 ROOM,https://www.srx.com.sg/listings/97060931/for-sale-lorong-8-toa-payoh-lorong-8-toa-payoh,52,117,580000,TOA PAYOH,0.05,0.02,0.17432837584433394,1.6668574632507493,5.22925264120527
361,"1.33874435, 103.84723162443242",0.00229390678575243,0.26456217779790414,0.0025422376929970653,0.013279426169341553,0.0011128918394852551,0.04359626917866487,0.026804943839365342,0.0,0.0,LORONG 2 TOA PAYOH,HDB EXECUTIVE,https://www.srx.com.sg/listings/100055501/for-sale-lorong-2-toa-payoh-lorong-2-toa-payoh,69,149,818000,TOA PAYOH,0.05,0.02,0.42419185330351067,0.46909386137717174,45.21396336952298
362,"1.3387726500000001, 103.73564735233461",0.004939202138918929,0.10735580327077714,0.004634650057414813,0.008655772247300665,0.0019009487931605576,0.02018363150944993,0.004113187303634384,0.0,0.0,JURONG EAST,HDB 5 ROOM,https://www.99.co/singapore/sale/property/111-jurong-east-street-13-hdb-EvrsHpMAmdRUTv3yaWELu8,57,119,628000,JURONG EAST,0.05,0.02,0.2217831953206564,0.0,0.0
363,"1.3388442999999999, 103.7386223206374",0.003568621911144538,0.10260919098574058,0.00844010533023664,0.00774656450210458,0.0012853948034555066,0.018927209752519214,0.00554876639020609,0.0,0.0,JURONG EAST,HDB 3 ROOM,https://www.srx.com.sg/listings/100552241/for-sale-jurong-east-street-21-jurong-east-street-21,59,67,379000,JURONG EAST,0.03,0.02,0.19812585367540714,0.0,0.0
364,"1.3389145, 103.7028521848168",0.0072800386337936954,0.1492231927301273,0.0101195648387702,0.016144291673991416,0.0017401595736926873,0.028129517002805596,0.023880198375797163,0.0,0.0,JURONG WEST,HDB 5 ROOM,https://www.99.co/singapore/sale/property/664d-jurong-west-street-64-hdb-BqgF828ZeLvZZonLSpaU6j,76,109,690000,JURONG WEST,0.05,0.025,0.3115169628289781,0.0,0.0
